County,Muni,ReportingUnit,PollingPlaceName,PollingPlaceAddress,Phone,VotingRoomArea,TypeOfBuilding,Longitude,Latitude,ElectionName
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 36,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 37,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 38,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 39,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 40,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 41,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 42,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 43,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 44,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 45,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 46,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 47,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 48,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 49,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 50,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 51,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,CITY OF WAUKESHA,Ward 52,SCHUETZE REC CENTER,"1120 BAXTER ST, WAUKESHA, WI 53186",262-524-3550,Activity Room,Government,-88.2250695,43.016832,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF BROOKFIELD,Ward 1,BROOKFIELD TOWN HALL,"645 JANACEK RD, BROOKFIELD, WI 53045-6052",262-796-3788,,Government,-88.157228,43.038386,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF BROOKFIELD,"Wards 2,5-8",SAINT JOHN'S LUTHERAN CHURCH,"20275 DAVIDSON RD, BROOKFIELD, WI 53045-3552",(262)796-3788,,Religious,-88.165634,43.024058,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF BROOKFIELD,Wards 3-4,BROOKFIELD TOWN HALL,"645 JANACEK RD, BROOKFIELD, WI 53045-6052",262-796-3788,,Government,-88.157228,43.038386,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF BROOKFIELD,Wards 9-10,BROOKFIELD TOWN HALL,"645 JANACEK RD, BROOKFIELD, WI 53045-6052",262-796-3788,,Government,-88.157228,43.038386,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF DELAFIELD,"Wards 1-2,5-6",DELAFIELD TOWN HALL,"W302N1254 MAPLE AVE, DELAFIELD, WI 53018-7000",262-646-2398,,Government,-88.34846,43.047255,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF DELAFIELD,Wards 3-4,CHURCH OF THE RESURRECTION,"W287N3700 COUNTY HIGHWAY KE, PEWAUKEE, WI 53072",262-646-2398,,Religious,-88.317013,43.085662,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF DELAFIELD,Wards 7-8,DAYSPRING CHURCH,"N14W29489 SILVERNAIL RD, PEWAUKEE, WI 53072",262-646-2398,,Religious,-88.333089,43.049013,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF DELAFIELD,Wards 9-11,DAYSPRING CHURCH,"N14W29489 SILVERNAIL RD, PEWAUKEE, WI 53072",262-646-2398,,Religious,-88.333089,43.049013,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF EAGLE,Wards 1-4,EAGLE MUNICIPAL BUILDING,"820 E MAIN ST, EAGLE, WI 53119-2143",262-594-5800,,Government,-88.461665,42.879416,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF GENESEE,"Wards 1,6,9",GENESEE TOWN HALL,"S43W31391 HIGHWAY 83, GENESEE DEPOT, WI 53127",262-968-3656,,Government,-88.373003,42.965463,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF GENESEE,"Wards 2,5",GENESEE TOWN HALL,"S43W31391 HIGHWAY 83, GENESEE DEPOT, WI 53127",262-968-3656,,Government,-88.373003,42.965463,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF GENESEE,"Wards 3,10",GENESEE TOWN HALL,"S43W31391 HIGHWAY 83, GENESEE DEPOT, WI 53127",262-968-3656,,Government,-88.373003,42.965463,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF GENESEE,"Wards 4,7-8",GENESEE TOWN HALL,"S43W31391 HIGHWAY 83, GENESEE DEPOT, WI 53127",262-968-3656,,Government,-88.373003,42.965463,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF LISBON,Ward 1,LISBON TOWN HALL,"W234N8676 WOODSIDE RD, LISBON, WI 53089-1545",262-246-6100,,Government,-88.211202,43.174834,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF LISBON,Wards 2-3,REDEEMER UNITED CHURCH OF CHRIST,"W220N4915 TOWN LINE ROAD, LISBON, WI 53059",262-246-6100,,Religious,-88.187465,43.106935,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF LISBON,Wards 4-5,RICHARD JUNG MEMORIAL FIRE STATION,"N54W26455 LISBON RD, PEWAUKEE, WI 53072-1218",262-246-6100,,Government,-88.27356,43.116811,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF LISBON,Ward 6,LISBON TOWN HALL,"W234N8676 WOODSIDE RD, LISBON, WI 53089-1545",262-246-6100,,Government,-88.211202,43.174834,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MERTON,"Wards 1-3,7-9",STONE BANK FIRE HOUSE - WESTERN LAKES STATION 6,"W335N7107 STONE BANK RD, OCONOMOWOC, WI 53066-1407",262-966-2651,,Private,-88.411788,43.147734,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MERTON,Wards 4-5,STONE BANK FIRE HOUSE - WESTERN LAKES STATION 6,"W335N7107 STONE BANK RD, OCONOMOWOC, WI 53066-1407",262-966-2651,,Private,-88.411788,43.147734,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MERTON,"Wards 6,10-11",STONE BANK FIRE HOUSE - WESTERN LAKES STATION 6,"W335N7107 STONE BANK RD, OCONOMOWOC, WI 53066-1407",262-966-2651,,Private,-88.411788,43.147734,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MUKWONAGO,"Wards 1,4-8",ROLLING HILLS ELEMENTARY,"W322S9230 BEULAH RD, MUKWONAGO, WI 53149",262-363-6300,Gym,School,-88.389265,42.877232,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MUKWONAGO,Wards 2-3,ROLLING HILLS ELEMENTARY,"W322S9230 BEULAH RD, MUKWONAGO, WI 53149",262-363-6300,Gym,School,-88.389265,42.877232,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF MUKWONAGO,Wards 9-11,ROLLING HILLS ELEMENTARY,"W322S9230 BEULAH RD, MUKWONAGO, WI 53149",262-363-6300,Gym,School,-88.389265,42.877232,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF OCONOMOWOC,"Wards 1-2,4",CROSSPOINT CHURCH,"W380N6931 N LAKE RD, OCONOMOWOC, WI 53066",(262)567-5311,GYMNASIUM,Religious,-88.482104,43.144044,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF OCONOMOWOC,"Wards 3,6-7",CROSSPOINT CHURCH,"W380N6931 N LAKE RD, OCONOMOWOC, WI 53066",(262)567-5311,GYMNASIUM,Religious,-88.482104,43.144044,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF OCONOMOWOC,"Wards 5,8-10",CROSSPOINT CHURCH,"W380N6931 N LAKE RD, OCONOMOWOC, WI 53066",(262)567-5311,GYMNASIUM,Religious,-88.482104,43.144044,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF OTTAWA,Wards 1-5,OTTAWA TOWN HALL,"W360S3337 STATE ROAD 67, DOUSMAN, WI 53118-9709",262-965-3228,,Government,-88.464339,42.984057,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF VERNON,"Wards 1,8-11",VERNON TOWN HALL,"W249S8910 CENTER DR, BIG BEND, WI 53103-8900",262-662-2039,,Government,-88.247393,42.882573,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF VERNON,"Wards 2,4-5",VERNON TOWN HALL,"W249S8910 CENTER DR, BIG BEND, WI 53103-8900",262-662-2039,,Government,-88.247393,42.882573,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF VERNON,"Wards 3,6-7",VERNON TOWN HALL,"W249S8910 CENTER DR, BIG BEND, WI 53103-8900",262-662-2039,,Government,-88.247393,42.882573,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF WAUKESHA,"Wards 1,8",WAUKESHA TOWN FIRE STATION,"W250S3567 CENTER RD, WAUKESHA, WI 53189-7365",(262) 542-5030,LOWER BAY,Government,-88.247959,42.979526,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF WAUKESHA,Wards 2-6,WAUKESHA TOWN FIRE STATION,"W250S3567 CENTER RD, WAUKESHA, WI 53189-7365",(262) 542-5030,LOWER BAY,Government,-88.247959,42.979526,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF WAUKESHA,"Wards 7,9-11",WAUKESHA TOWN HALL,"W250S3567 CENTER RD, WAUKESHA, WI 53189-7365",(262) 542-5030,,Government,-88.247959,42.979526,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,TOWN OF WAUKESHA,Ward 12,WAUKESHA TOWN HALL,"W250S3567 CENTER RD, WAUKESHA, WI 53189-7365",(262) 542-5030,,Government,-88.247959,42.979526,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF BIG BEND,Wards 1-3,BIG BEND VILLAGE HALL,"W230S9185 NEVINS ST, BIG BEND, WI 53103-9722",262-662-2747,,Government,-88.209421,42.877744,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF BIG BEND,Ward 4,BIG BEND VILLAGE HALL,"W230S9185 NEVINS ST, BIG BEND, WI 53103-9722",262-662-2747,,Government,-88.209421,42.877744,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF BUTLER,Wards 1-3,BUTLER VILLAGE HALL,"12621 W HAMPTON AVE, BUTLER, WI 53007-1705",262-783-2525,BOARDROOM,Government,-88.06912,43.104465,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF CHENEQUA,Ward 1,Chenequa Public Works Building,"31197 COUNTY ROAD K, HARTLAND, WI 53029",,,Government,-88.366724,43.119972,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF CHENEQUA,Wards 2-3,Chenequa Public Works Building,"31197 COUNTY ROAD K, HARTLAND, WI 53029",,,Government,-88.366724,43.119972,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF DOUSMAN,Wards 1-3,DOUSMAN VILLAGE HALL,"118 S MAIN ST, DOUSMAN, WI 53118-9557",262-965-3792,,Government,-88.472492,43.013128,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF DOUSMAN,Wards 4-5,DOUSMAN VILLAGE HALL,"118 S MAIN ST, DOUSMAN, WI 53118-9557",262-965-3792,,Government,-88.472492,43.013128,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF EAGLE,Wards 1-2,EAGLE MUNICIPAL BUILDING,"820 E MAIN ST, EAGLE, WI 53119-2143",262-594-5800,,Government,-88.461665,42.879416,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF ELM GROVE,Wards 1-4,ELM GROVE-COMMUNITY ROOM 1,"13600 JUNEAU BLVD, ELM GROVE, WI 53122-1654",(262) 782-6700,Community Room,Government,-88.082732,43.046783,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF ELM GROVE,Wards 5-8,ELM GROVE-COMMUNITY ROOM 2,"13600 JUNEAU BLVD, ELM GROVE, WI 53122-1654",(262) 782-6700,O'Neill Room,Government,-88.082732,43.046783,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF HARTLAND,Wards 1-6,HARTLAND MUNICIPAL BUILDING,"210 COTTONWOOD AVE, HARTLAND, WI 53029-2017",262-367-2714,,Government,-88.347757,43.103013,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF HARTLAND,Wards 7-12,HARTLAND MUNICIPAL BUILDING,"210 COTTONWOOD AVE, HARTLAND, WI 53029-2017",262-367-2714,,Government,-88.347757,43.103013,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF HARTLAND,Wards 13-15,HARTLAND MUNICIPAL BUILDING,"210 COTTONWOOD AVE, HARTLAND, WI 53029-2017",262-367-2714,,Government,-88.347757,43.103013,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF LAC LA BELLE,Ward 1,La Belle Golf Club,"6996 PENNSYLVANIA ST, OCONOMOWOC, WI 53066",,,Private,-88.518809,43.14712,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF LANNON,Wards 1-2,LANNON VILLAGE HALL,"20399 W MAIN ST, LANNON, WI 53046-9606",262-251-7690,,Government,-88.163446,43.14985,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 1,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 2,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 3,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 4,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 5,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 6,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 7,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 8,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 9,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 10,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 11,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 12,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 13,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 14,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 15,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 16,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 17,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 18,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 19,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 20,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 21,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 22,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MENOMONEE FALLS,Ward 23,Menomonee Falls High School,"N80W14350 TITAN DR, MENOMONEE FALLS, WI 53051",,Gymnasium,School,-88.0887015,43.164837,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MERTON,Wards 1-6,MERTON VILLAGE HALL,"N67W28343 SUSSEX RD, MERTON, WI 53056",262-538-0820,,Government,-88.309709,43.140911,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF MUKWONAGO,"Wards 1-10,12",MUKWONAGO VILLAGE HALL,"440 RIVERCREST CT, MUKWONAGO, WI 53149-1759",262-363-6420,,Government,-88.330369,42.85494,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF NASHOTAH,Wards 1-2,NASHOTAH VILLAGE HALL,"N44W32950 WATERTOWN PLANK RD, NASHOTAH, WI 53058-9703",262-367-8440,,Government,-88.401935,43.099482,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF NASHOTAH,Ward 3,NASHOTAH VILLAGE HALL,"N44W32950 WATERTOWN PLANK RD, NASHOTAH, WI 53058-9703",262-367-8440,,Government,-88.401935,43.099482,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF NORTH PRAIRIE,Wards 1-3,NORTH PRAIRIE VILLAGE HALL,"130 N HARRISON ST, NORTH PRAIRIE, WI 53153-9791",262-392-2271,,Government,-88.403166,42.935283,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF NORTH PRAIRIE,Ward 4,NORTH PRAIRIE VILLAGE HALL,"130 N HARRISON ST, NORTH PRAIRIE, WI 53153-9791",262-392-2271,,Government,-88.403166,42.935283,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF OCONOMOWOC LAKE,Ward 1,OCONOMOWOC LAKE VILLAGE HALL,"35328 PABST RD, OCONOMOWOC, WI 53066-4516",262-567-5301,,Government,-88.448598,43.083962,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF PEWAUKEE,Wards 1-5,Gethsemane United Methodist Church,"642 MAIN ST, PEWAUKEE, WI 53072",262-691-5660,Upper Level Meeting Room,Religious,-88.254622,43.076078,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF PEWAUKEE,Wards 6-10,PEWAUKEE VILLAGE HALL,"235 HICKORY ST, PEWAUKEE, WI 53072-3533",262-691-5660,,Government,-88.259543,43.082585,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF SUMMIT,Wards 1-6,SUMMIT VILLAGE HALL,"37100 DELAFIELD RD, SUMMIT, WI 53066",262-567-2757,,Government,-88.48214,43.062822,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF SUSSEX,"Wards 1,6,9-11",Sussex Civic Center,"N64W23760 MAIN ST, SUSSEX, WI 53089-3120",(262) 246-5211,Multi-Purpose Room/Community Room,Government,-88.219427,43.134098,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF SUSSEX,"Wards 2,5",Sussex Civic Center,"N64W23760 MAIN ST, SUSSEX, WI 53089-3120",(262) 246-5211,Multi-Purpose Room/Community Room,Government,-88.219427,43.134098,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF SUSSEX,"Wards 3-4,7",Sussex Civic Center,"N64W23760 MAIN ST, SUSSEX, WI 53089-3120",(262) 246-5211,Multi-Purpose Room/Community Room,Government,-88.219427,43.134098,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF SUSSEX,Ward 8,Sussex Civic Center,"N64W23760 MAIN ST, SUSSEX, WI 53089-3120",(262) 246-5211,Multi-Purpose Room/Community Room,Government,-88.219427,43.134098,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF WALES,Wards 1-4,WALES COMMUNITY BUILDING,"216 W SOUTH ST, WALES, WI 53183-9629",262-968-3968,,Government,-88.381124,43.003474,2020 Spring Election and Presidential Preference Vote
WAUKESHA COUNTY,VILLAGE OF WALES,Ward 5,WALES COMMUNITY BUILDING,"216 W SOUTH ST, WALES, WI 53183-9629",262-968-3968,,Government,-88.381124,43.003474,2020 Spring Election and Presidential Preference Vote
WAUPACA COUNTY,CITY OF CLINTONVILLE,Ward 1,CLINTONVILLE COMMUNITY CENTER,"30 S MAIN ST, CLINTONVILLE, WI 54929",715-823-7600,,Government,-88.761181,44.622195,2020 Spring Election and Presidential Preference Vote
WAUPACA COUNTY,CITY OF CLINTONVILLE,Ward 2,CLINTONVILLE COMMUNITY CENTER,"30 S MAIN ST, CLINTONVILLE, WI 54929",715-823-7600,,Government,-88.761181,44.622195,2020 Spring Election and Presidential Preference Vote
WAUPACA COUNTY,CITY OF CLINTONVILLE,Ward 3,CLINTONVILLE COMMUNITY CENTER,"30 S MAIN ST, CLINTONVILLE, WI 54929",715-823-7600,,Government,-88.761181,44.622195,2020 Spring Election and Presidential Preference Vote
WAUPACA COUNTY,CITY OF CLINTONVILLE,Ward 4,CLINTONVILLE COMMUNITY CENTER,"30 S MAIN ST, CLINTONVILLE, WI 54929",715-823-7600,,Government,-88.761181,44.622195,2020 Spring Election and Presidential Preference Vote
WAUPACA COUNTY,CITY OF CLINTONVILLE,Ward 5,CLINTONVILLE COMMUNITY CENTER,"30 S MAIN ST, CLINTONVILLE, WI 54929",715-823-7600,,Government,-88.761181,44.622195,2020 Spring Election and Presidential Preference Vote
