HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes,Complete
56192,VILLAGE OF WOODVILLE - ST. CROIX COUNTY,285.00,177.00,25.00,100.00,200.00,"1,440.00",100.00,0.00,,1
56231,CITY OF GLENWOOD CITY - ST. CROIX COUNTY,71.75,49.08,8.00,88.30,5.00,693.20,0.00,98.95,MILEAGE TO PICK UP ELECTIONS SUPPLIES AND DELIVER RESULTS,1
56236,CITY OF HUDSON - ST. CROIX COUNTY,118.68,"1,180.28",563.88,0.00,125.00,"2,707.13","3,304.00",0.00,,1
56261,CITY OF NEW RICHMOND - ST. CROIX COUNTY,26.06,402.87,104.81,0.00,0.00,"1,798.38",0.00,0.00,,1
57002,TOWN OF BARABOO - SAUK COUNTY,88.00,0.00,9.50,100.00,12.75,"1,358.00",42.00,0.00,,1
57004,TOWN OF BEAR CREEK - SAUK COUNTY,50.00,0.00,130.00,220.00,0.00,950.00,200.00,0.00,,1
57006,TOWN OF DELLONA - SAUK COUNTY,70.00,200.00,12.00,150.00,200.00,699.00,175.00,67.20,* Mileage to deliver election materials $67.20,1
57008,TOWN OF DELTON - SAUK COUNTY,100.00,0.00,71.00,0.00,100.00,"1,440.00",627.50,0.00,,1
57010,TOWN OF EXCELSIOR - SAUK COUNTY,158.09,0.00,19.11,0.00,0.00,700.00,10.00,0.00,* Election Resource: $81.68,1
57012,TOWN OF FAIRFIELD - SAUK COUNTY,70.06,0.00,24.00,0.00,0.00,"1,215.00",0.00,0.00,,1
57014,TOWN OF FRANKLIN - SAUK COUNTY,46.00,0.00,10.00,0.00,250.00,586.00,35.00,0.00,,1
57016,TOWN OF FREEDOM - SAUK COUNTY,37.08,0.00,0.00,15.00,10.00,646.25,0.00,0.00,,1
57018,TOWN OF GREENFIELD - SAUK COUNTY,0.00,0.00,12.00,0.00,0.00,624.00,0.00,452.36,*Payment to County for Election Expenses,1
57020,TOWN OF HONEY CREEK - SAUK COUNTY,110.00,0.00,6.00,79.47,6.75,478.50,48.60,0.00,,1
57022,TOWN OF IRONTON - SAUK COUNTY,20.00,0.00,6.00,0.00,80.00,375.00,0.00,40.00,"*Ink for copies, binders for poll list",1
57024,TOWN OF LA VALLE - SAUK COUNTY,40.00,393.00,68.00,950.00,300.00,"1,270.00",190.00,0.00,,1
57026,TOWN OF MERRIMAC - SAUK COUNTY,50.00,300.00,50.00,100.00,15.00,"1,040.00",0.00,0.00,,1
57028,TOWN OF PRAIRIE DU SAC - SAUK COUNTY,18.00,0.00,0.00,50.00,0.00,860.00,0.00,0.00,,1
57030,TOWN OF REEDSBURG - SAUK COUNTY,53.00,0.00,21.00,0.00,0.00,777.75,200.00,0.00,,1
57032,TOWN OF SPRING GREEN - SAUK COUNTY,55.00,0.00,25.00,50.00,110.00,750.00,130.00,100.00,"*MBOC COST = STAFF TIME & POLL WORKER PAY FOR POSTING NOTICES, PROCESSING FORMS, REVISING DOCUMENTS & DELIVERY TO COUNTY. PROCESSED 1 OF 1 OUTSTANDING BALLOTS",1
57034,TOWN OF SUMPTER - SAUK COUNTY,45.00,0.00,0.00,0.00,0.00,870.00,0.00,0.00,,1
57036,TOWN OF TROY - SAUK COUNTY,158.46,0.00,18.80,0.00,0.00,"1,175.85",0.00,29.00,* WIRE BASKETS FOR BALLOTS,1
57038,TOWN OF WASHINGTON - SAUK COUNTY,400.00,0.00,10.00,20.00,150.00,680.00,0.00,0.00,,1
57040,TOWN OF WESTFIELD - SAUK COUNTY,30.00,0.00,5.00,0.00,20.00,733.00,0.00,0.00,* #5 for cleaning,1
57042,TOWN OF WINFIELD - SAUK COUNTY,34.12,0.00,5.20,0.00,110.40,"1,299.83",0.00,282.92,Mileage 68.04 Supplies 22.88 Training 192.00,1
57044,TOWN OF WOODLAND - SAUK COUNTY,0.00,0.00,21.56,0.82,0.00,625.25,0.00,0.00,,1
57141,VILLAGE OF IRONTON - SAUK COUNTY,15.00,0.00,0.00,0.00,30.00,971.00,0.00,0.00,,1
57146,VILLAGE OF LAKE DELTON - SAUK COUNTY,278.30,0.00,745.83,126.20,369.49,"2,353.23",0.00,136.49,* MILEAGE TO COUNTY/WDSC $38.83 TRAINING $20.00 PREPAID AT 90 CENTS COST PER 91 $77.66,1
57147,VILLAGE OF LAVALLE - SAUK COUNTY,13.59,0.00,0.00,0.00,69.67,452.88,0.00,0.00,,1
57148,VILLAGE OF LIME RIDGE - SAUK COUNTY,30.00,120.00,0.00,38.00,50.00,500.00,0.00,0.00,,1
57149,VILLAGE OF LOGANVILLE - SAUK COUNTY,15.00,250.00,20.00,0.00,100.00,500.00,0.00,0.00,,1
57151,VILLAGE OF MERRIMAC - SAUK COUNTY,25.00,0.00,2.79,90.00,100.00,300.00,300.00,62.75,* Meals (carry-in) for 8 poll workers,1
57161,VILLAGE OF NORTH FREEDOM - SAUK COUNTY,65.24,237.74,0.98,237.74,15.00,661.00,0.00,0.00,,1
57171,VILLAGE OF PLAIN - SAUK COUNTY,47.00,0.00,25.00,0.00,25.00,700.00,242.00,0.00,,1
57172,VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY,83.97,297.50,115.00,79.47,0.00,"1,015.00",300.00,100.00,FOOD FOR BREAKFAST LUNCH AND DINNER,1
57176,VILLAGE OF ROCK SPRINGS - SAUK COUNTY,27.27,0.00,3.49,15.00,10.00,415.00,0.00,0.00,,1
57181,VILLAGE OF SAUK CITY - SAUK COUNTY,135.27,248.00,59.30,158.32,243.00,"1,817.50",0.00,79.47,per Sauk County's bill (memory sticks charge),1
57182,VILLAGE OF SPRING GREEN - SAUK COUNTY,40.00,0.00,25.45,160.00,55.00,685.00,"1,400.00",240.00,"* 4/8/2016 MBOC COSTS - INCLUDES STAFF TIME AND POLL WORKERS PAY FOR POSTING NOTICES, PROCESSING FORMS AND REVISING DOCUMENTS. 1 OF 2 OUTSTANDING ABSENTEE BALLOTS WERE RETURNED/RECEIVED BY FRIDAY, APRIL 8, 2016 AT 4 PM THROUGH THE UNITED STATES POSTAL SERVICE",1
57191,VILLAGE OF WEST BARABOO - SAUK COUNTY,84.99,73.50,19.44,231.56,169.97,828.23,0.00,35.89,Lunch for Workers,1
57206,CITY OF BARABOO - SAUK COUNTY,73.07,0.00,222.88,0.00,230.74,"8,159.11","7,857.96",0.00,,1
57276,CITY OF REEDSBURG - SAUK COUNTY,26.50,0.00,206.00,0.00,400.00,"3,903.00",0.00,0.00,,1
58002,TOWN OF BASS LAKE - SAWYER COUNTY,65.00,67.00,35.00,0.00,65.00,955.00,0.00,0.00,,1
58004,TOWN OF COUDERAY - SAWYER COUNTY,15.00,0.00,4.70,0.00,0.00,700.00,140.00,4.40,Mileage,1
58006,TOWN OF DRAPER - SAWYER COUNTY,34.83,0.00,9.80,0.00,62.80,0.00,460.00,0.00,,1
58008,TOWN OF EDGEWATER - SAWYER COUNTY,25.98,0.00,0.00,294.16,86.05,"1,378.02",0.00,255.00,1.00 per voter paid to County,1
58010,TOWN OF HAYWARD - SAWYER COUNTY,200.00,200.00,75.00,150.00,0.00,"1,515.00",420.00,0.00,,1
58012,TOWN OF HUNTER - SAWYER COUNTY,38.31,0.00,15.43,29.25,0.00,907.00,0.00,10.05,Postage,1
58014,TOWN OF LENROOT - SAWYER COUNTY,115.92,72.00,76.73,0.00,0.00,"1,115.00",0.00,33.46,Meals,1
58016,TOWN OF MEADOWBROOK - SAWYER COUNTY,30.00,0.00,1.50,50.00,100.00,600.00,0.00,0.00,,1
58018,TOWN OF METEOR - SAWYER COUNTY,18.00,0.00,0.00,20.00,60.00,325.00,0.00,0.00,,1
58020,TOWN OF OJIBWA - SAWYER COUNTY,0.00,0.00,7.00,300.00,0.00,640.00,0.00,0.00,,1
58022,TOWN OF RADISSON - SAWYER COUNTY,40.97,0.00,5.88,20.00,0.00,494.55,0.00,204.00,27.00 - Training 171.00 - 1.00 per voter to County 6.00 - Postage,1
58024,TOWN OF ROUND LAKE - SAWYER COUNTY,49.00,57.00,63.00,150.00,125.00,982.00,0.00,0.00,,1
58026,TOWN OF SAND LAKE - SAWYER COUNTY,126.00,0.00,50.00,0.00,0.00,"1,112.00",0.00,20.00,Meals,1
58028,TOWN OF SPIDER LAKE - SAWYER COUNTY,118.52,0.00,19.60,40.00,0.00,626.85,0.00,186.00,1.00 per voter to county,1
58030,TOWN OF WEIRGOR - SAWYER COUNTY,90.00,0.00,1.96,142.71,0.00,415.63,0.00,191.20,45.20 - Mileage 136.00 - 1.00 per voter to county 10.00 - Postage,1
58032,TOWN OF WINTER - SAWYER COUNTY,10.00,0.00,62.00,0.00,40.00,"1,150.00",0.00,443.00,1.00 per voter to county,1
58111,VILLAGE OF COUDERAY - SAWYER COUNTY,20.00,0.00,0.00,200.00,0.00,450.00,0.00,0.00,,1
58121,VILLAGE OF EXELAND - SAWYER COUNTY,97.80,36.04,1.96,3.78,45.30,790.00,0.00,59.00,1.00 per voter to county,1
58176,VILLAGE OF RADISSON - SAWYER COUNTY,40.97,39.00,0.00,62.00,0.00,466.75,0.00,32.00,Supplies,1
58190,VILLAGE OF WINTER - SAWYER COUNTY,25.00,15.00,10.00,50.00,20.00,700.00,50.00,0.00,,1
58236,CITY OF HAYWARD - SAWYER COUNTY,129.25,50.00,165.13,792.06,75.00,700.87,663.68,0.00,,1
59002,TOWN OF ALMON - SHAWANO COUNTY,31.22,0.00,1.00,28.21,0.00,820.50,0.00,37.50,Mileage for running ballots in ,1
59004,TOWN OF ANGELICA - SHAWANO COUNTY,63.61,0.00,151.51,151.48,71.90,"1,128.00",429.17,64.00,Copying poll list for the Pulaski and Bonduel schools 128 pages x 2 x 25 cents per page ,1
59006,TOWN OF ANIWA - SHAWANO COUNTY,39.94,0.00,10.00,28.21,0.00,558.00,0.00,100.00,Mileage delivering ballots,1
59008,TOWN OF BARTELME - SHAWANO COUNTY,30.18,0.00,10.00,28.21,30.00,860.00,0.00,0.00,,1
59010,TOWN OF BELLE PLAINE - SHAWANO COUNTY,5.17,0.00,87.00,28.81,64.00,"1,408.00",0.00,0.00,,1
59012,TOWN OF BIRNAMWOOD - SHAWANO COUNTY,19.23,0.00,5.00,28.21,0.00,700.00,0.00,0.00,,1
59014,TOWN OF FAIRBANKS - SHAWANO COUNTY,7.71,0.00,30.00,84.21,0.00,700.00,0.00,0.00,,1
59016,TOWN OF GERMANIA - SHAWANO COUNTY,51.93,0.00,1.92,28.21,0.00,487.51,0.00,0.00,,1
59018,TOWN OF GRANT - SHAWANO COUNTY,83.71,0.00,57.00,302.21,85.00,520.00,0.00,0.00,,1
59020,TOWN OF GREEN VALLEY - SHAWANO COUNTY,15.17,0.00,25.00,138.21,20.00,"1,300.00",0.00,0.00,,1
59022,TOWN OF HARTLAND - SHAWANO COUNTY,13.11,0.00,11.90,108.21,8.64,895.87,30.24,0.00,,1
59024,TOWN OF HERMAN - SHAWANO COUNTY,25.17,0.00,5.88,168.21,0.00,620.50,0.00,0.00,,1
59026,TOWN OF HUTCHINS - SHAWANO COUNTY,40.75,0.00,0.00,28.21,16.00,562.04,0.00,0.00,,1
59028,TOWN OF LESSOR - SHAWANO COUNTY,5.17,0.00,10.00,28.21,0.00,500.00,0.00,0.00,,1
59030,TOWN OF MAPLE GROVE - SHAWANO COUNTY,17.17,0.00,26.52,68.21,75.00,865.00,500.00,49.35,Meals and Mileage,1
59032,TOWN OF MORRIS - SHAWANO COUNTY,74.94,0.00,2.00,98.21,0.00,475.00,0.00,0.00,,1
59034,TOWN OF NAVARINO - SHAWANO COUNTY,5.17,0.00,6.00,28.21,0.00,398.00,0.00,0.00,,1
59036,TOWN OF PELLA - SHAWANO COUNTY,57.43,0.00,41.26,154.71,0.00,"1,616.54",0.00,0.00,,1
59038,TOWN OF RED SPRINGS - SHAWANO COUNTY,20.17,0.00,35.00,28.21,233.00,750.00,0.00,0.00,Item 5 Purchased crowd control stations with chain,1
59040,TOWN OF RICHMOND - SHAWANO COUNTY,61.49,0.00,26.40,28.21,0.00,"1,309.97",27.99,0.00,Thermal paper and pens for voting equipment,1
59042,TOWN OF SENECA - SHAWANO COUNTY,123.34,0.00,22.55,28.21,0.00,"1,054.53",0.00,0.00,,1
59044,TOWN OF WASHINGTON - SHAWANO COUNTY,34.59,0.00,17.28,190.71,25.00,"1,140.00",0.00,0.00,,1
59046,TOWN OF WAUKECHON - SHAWANO COUNTY,159.17,0.00,42.30,28.21,0.00,"1,245.00",90.00,15.00,Treats for election workers,1
59048,TOWN OF WESCOTT - SHAWANO COUNTY,25.17,162.66,366.00,128.21,80.00,"1,746.50",0.00,0.00,,1
59050,TOWN OF WITTENBERG - SHAWANO COUNTY,19.73,0.00,18.00,143.93,5.00,424.50,0.00,0.00,,1
59101,VILLAGE OF ANIWA - SHAWANO COUNTY,70.72,14.40,0.00,203.21,50.00,600.00,100.00,0.00,,1
59106,VILLAGE OF BIRNAMWOOD - MULTIPLE COUNTIES,27.22,17.70,0.00,183.21,30.00,708.50,0.00,0.00,,1
59107,VILLAGE OF BONDUEL - SHAWANO COUNTY,71.00,25.00,70.00,0.00,148.00,960.00,0.00,0.00,,1
59108,VILLAGE OF BOWLER - SHAWANO COUNTY,10.72,14.40,4.91,178.21,19.68,412.11,0.00,0.00,,1
59111,VILLAGE OF CECIL - SHAWANO COUNTY,55.72,0.00,17.00,613.57,50.25,465.00,200.00,0.00,,1
59121,VILLAGE OF ELAND - SHAWANO COUNTY,101.72,16.60,12.00,153.21,0.00,360.00,0.00,0.00,,1
59131,VILLAGE OF GRESHAM - SHAWANO COUNTY,10.72,0.00,40.00,468.57,0.00,830.00,0.00,0.00,,1
59151,VILLAGE OF MATTOON - SHAWANO COUNTY,94.13,16.60,5.00,153.21,0.00,750.68,0.00,0.00,,1
59186,VILLAGE OF TIGERTON - SHAWANO COUNTY,11.39,0.00,33.82,468.57,0.00,702.90,9.60,0.00,,1
59191,VILLAGE OF WITTENBERG - SHAWANO COUNTY,310.72,0.00,51.00,534.57,0.00,768.00,0.00,0.00,,1
59281,CITY OF SHAWANO - SHAWANO COUNTY,289.25,"2,528.16",196.06,212.60,988.11,"5,247.60",209.11,268.20,2-bar code scanners = 268.20,1
60002,TOWN OF GREENBUSH - SHEBOYGAN COUNTY,42.39,55.77,100.00,0.00,50.00,400.00,250.00,0.00,,1
60004,TOWN OF HERMAN - SHEBOYGAN COUNTY,51.00,250.00,20.00,550.00,100.00,480.00,48.00,0.00,,1
60006,TOWN OF HOLLAND - SHEBOYGAN COUNTY,41.42,59.08,68.52,44.00,27.00,"1,265.00",0.00,15.91,Pens and stickers,1
60008,TOWN OF LIMA - SHEBOYGAN COUNTY,64.00,62.00,390.00,660.00,248.00,909.00,0.00,0.00,,1
60010,TOWN OF LYNDON - SHEBOYGAN COUNTY,55.32,34.86,27.56,0.00,11.70,"1,046.68",0.00,0.00,,1
60012,TOWN OF MITCHELL - SHEBOYGAN COUNTY,42.39,24.50,60.00,0.00,20.00,440.00,0.00,10.00,Voter number labels,1
60014,TOWN OF MOSEL - SHEBOYGAN COUNTY,41.42,0.00,14.70,0.00,7.00,302.00,45.00,0.00,,1
60016,TOWN OF PLYMOUTH - SHEBOYGAN COUNTY,74.14,66.80,36.56,0.00,32.30,"1,795.00",0.00,0.00,,1
60018,TOWN OF RHINE - SHEBOYGAN COUNTY,166.30,120.41,99.32,650.00,16.90,"1,149.68",0.00,147.65,"Meals - $127.13, Mileage - $20.52",1
60020,TOWN OF RUSSELL - SHEBOYGAN COUNTY,0.00,0.00,37.34,60.00,30.00,505.00,40.00,0.00,,1
60022,TOWN OF SCOTT - SHEBOYGAN COUNTY,55.15,42.38,10.29,6.99,23.00,726.15,23.25,0.00,,1
60024,TOWN OF SHEBOYGAN - SHEBOYGAN COUNTY,500.00,700.00,500.00,850.00,"1,050.00","8,000.00","1,000.00",0.00,,1
60026,TOWN OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY,67.96,103.23,54.74,16.00,12.80,660.00,637.00,0.00,,1
60028,TOWN OF SHERMAN - SHEBOYGAN COUNTY,62.14,32.67,14.70,9.50,17.55,828.50,0.00,0.00,,1
60030,TOWN OF WILSON - SHEBOYGAN COUNTY,44.00,331.00,94.00,70.00,570.00,"2,116.00","2,654.00",103.00,,1
60101,VILLAGE OF ADELL - SHEBOYGAN COUNTY,55.15,10.23,0.00,144.99,178.26,825.44,329.12,0.00,,1
60111,VILLAGE OF CASCADE - SHEBOYGAN COUNTY,42.39,10.52,0.00,21.75,14.90,611.99,0.00,41.66,Election mileage for clerk,1
60112,VILLAGE OF CEDAR GROVE - SHEBOYGAN COUNTY,229.37,40.82,34.92,650.00,15.10,"1,490.00",77.76,0.00,,1
60121,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,129.14,42.68,45.64,29.00,14.80,731.16,85.00,0.00,,1
60131,VILLAGE OF GLENBEULAH - SHEBOYGAN COUNTY,64.14,14.40,9.45,0.00,19.54,356.37,0.00,0.00,,1
60135,VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY,100.39,62.63,45.57,55.94,234.56,873.79,704.13,0.00,,1
60141,VILLAGE OF KOHLER - SHEBOYGAN COUNTY,42.00,45.00,75.00,25.00,0.00,680.00,0.00,0.00,,1
60165,VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY,121.00,155.00,105.00,325.00,25.00,605.00,403.00,0.00,,1
60176,VILLAGE OF RANDOM LAKE - SHEBOYGAN COUNTY,55.15,25.05,35.00,0.00,11.40,726.78,26.00,0.00,,1
60191,VILLAGE OF WALDO - SHEBOYGAN COUNTY,73.64,10.44,98.85,679.59,38.27,636.02,0.00,0.00,,1
60271,CITY OF PLYMOUTH - SHEBOYGAN COUNTY,64.14,206.11,372.37,0.00,97.50,"2,282.26","2,880.71",0.00,,1
60281,CITY OF SHEBOYGAN - SHEBOYGAN COUNTY,15.00,"1,000.00",575.00,"10,600.00","4,570.00","16,055.00","1,300.00","2,525.00","Signage, DPW, Education/Organizational materials",1
60282,CITY OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY,0.00,0.00,649.40,0.00,70.00,"4,971.31",0.00,"1,763.88","Edge and Insight Maintenance $1,520.00. Cert. of Registration books $234.11. Pea Gravel and Door Stops $9.77.",1
61002,TOWN OF AURORA - TAYLOR COUNTY,0.00,0.00,0.00,48.00,0.00,530.00,0.00,0.00,,1
61004,TOWN OF BROWNING - TAYLOR COUNTY,0.00,0.00,13.00,0.00,24.00,827.00,0.00,0.00,,1
61006,TOWN OF CHELSEA - TAYLOR COUNTY,0.00,0.00,8.40,0.00,0.00,372.00,0.00,0.00,,1
61008,TOWN OF CLEVELAND - TAYLOR COUNTY,15.00,0.00,15.00,20.00,20.00,629.25,0.00,0.00,,1
61010,TOWN OF DEER CREEK - TAYLOR COUNTY,0.00,0.00,10.00,0.00,30.00,500.00,0.00,0.00,,1
61012,TOWN OF FORD - TAYLOR COUNTY,0.00,0.00,0.00,0.00,95.00,590.00,0.00,0.00,,1
61014,TOWN OF GOODRICH - TAYLOR COUNTY,0.00,0.00,19.80,45.95,0.00,610.00,0.00,0.00,,1
61016,TOWN OF GREENWOOD - TAYLOR COUNTY,0.00,0.00,1.96,0.00,0.00,640.00,0.00,0.00,,1
61018,TOWN OF GROVER - TAYLOR COUNTY,0.00,0.00,15.00,0.00,0.00,550.00,0.00,0.00,,1
61020,TOWN OF HAMMEL - TAYLOR COUNTY,0.00,0.00,11.52,0.00,0.00,488.00,0.00,0.00,,1
61022,TOWN OF HOLWAY - TAYLOR COUNTY,0.00,0.00,3.43,0.00,0.00,416.00,0.00,0.00,,1
61024,TOWN OF JUMP RIVER - TAYLOR COUNTY,0.00,0.00,0.56,0.00,0.00,420.00,0.00,70.00,Meal expense,1
61026,TOWN OF LITTLE BLACK - TAYLOR COUNTY,0.00,0.00,20.00,0.00,0.00,772.00,0.00,25.00,Food & beverage expense,1
61028,TOWN OF MAPLEHURST - TAYLOR COUNTY,0.00,0.00,0.98,0.00,0.00,462.00,0.00,8.00,refreshments,1
61030,TOWN OF MCKINLEY - TAYLOR COUNTY,0.00,0.00,0.98,0.00,0.00,348.00,0.00,86.63,Mileage fees,1
61032,TOWN OF MEDFORD - TAYLOR COUNTY,0.00,0.00,33.32,0.00,0.00,"2,000.00",0.00,0.00,,1
61034,TOWN OF MOLITOR - TAYLOR COUNTY,0.00,0.00,0.49,25.00,0.00,538.12,44.23,0.00,,1
61036,TOWN OF PERSHING - TAYLOR COUNTY,0.00,0.00,0.00,0.00,0.00,360.00,0.00,0.00,,1
61038,TOWN OF RIB LAKE - TAYLOR COUNTY,0.00,0.00,16.00,26.00,0.00,"1,197.00",0.00,0.00,,1
61040,TOWN OF ROOSEVELT - TAYLOR COUNTY,0.60,0.00,0.00,0.00,0.00,336.00,0.00,50.50,Mileage and printing fees.,1
61042,TOWN OF TAFT - TAYLOR COUNTY,0.00,0.00,3.00,32.00,9.00,400.00,0.00,0.00,,1
61044,TOWN OF WESTBORO - TAYLOR COUNTY,0.00,0.00,7.84,36.00,0.00,434.50,0.00,0.00,,1
61131,VILLAGE OF GILMAN - TAYLOR COUNTY,0.00,0.00,2.00,0.00,0.00,550.00,0.00,36.00,Lunch,1
61146,VILLAGE OF LUBLIN - TAYLOR COUNTY,0.00,0.00,0.00,0.00,0.00,837.39,0.00,113.81,built new voting booth for papper ballot voters.,1
61176,VILLAGE OF RIB LAKE - TAYLOR COUNTY,0.00,0.00,2.00,0.00,0.00,710.00,0.00,37.80,Mileage required to clear election cartriges,1
61181,VILLAGE OF STETSONVILLE - TAYLOR COUNTY,5.00,0.00,10.00,6.00,0.00,400.00,0.00,0.00,,1
61251,CITY OF MEDFORD - TAYLOR COUNTY,252.00,141.00,165.00,145.00,750.00,"3,926.00",466.00,340.00,Wages for Election Board Training,1
62002,TOWN OF ALBION - TREMPEALEAU COUNTY,75.00,25.00,5.00,200.00,200.00,875.00,0.00,0.00,None,1
62004,TOWN OF ARCADIA - TREMPEALEAU COUNTY,30.00,66.00,64.00,100.00,150.00,"1,210.00",110.00,0.00,,1
62006,TOWN OF BURNSIDE - TREMPEALEAU COUNTY,44.00,6.00,2.00,225.00,0.00,548.00,22.00,0.00,,1
62008,TOWN OF CALEDONIA - TREMPEALEAU COUNTY,0.00,0.00,0.00,300.00,0.00,405.00,62.00,0.00,,1
62010,TOWN OF CHIMNEY ROCK - TREMPEALEAU COUNTY,1.00,1.00,4.90,0.00,1.00,300.00,0.00,0.00,,1
62012,TOWN OF DODGE - TREMPEALEAU COUNTY,42.97,0.00,3.00,0.00,45.00,700.00,0.00,0.00,,1
62014,TOWN OF ETTRICK - TREMPEALEAU COUNTY,41.97,0.00,9.80,180.00,22.08,742.37,0.00,0.00,,1
62016,TOWN OF GALE - TREMPEALEAU COUNTY,225.00,50.00,28.00,0.00,0.00,"1,150.00",0.00,0.00,,1
62018,TOWN OF HALE - TREMPEALEAU COUNTY,153.00,0.00,5.00,50.00,200.00,850.00,0.00,0.00,,1
62020,TOWN OF LINCOLN - TREMPEALEAU COUNTY,0.00,0.00,25.00,30.00,15.00,899.00,0.00,0.00,,1
62022,TOWN OF PIGEON - TREMPEALEAU COUNTY,27.54,3.00,2.00,65.00,19.40,788.24,0.00,10.00,,1
62024,TOWN OF PRESTON - TREMPEALEAU COUNTY,50.71,0.00,2.13,0.00,0.00,736.25,0.00,0.00,,1
62026,TOWN OF SUMNER - TREMPEALEAU COUNTY,60.34,0.00,5.00,0.00,0.00,508.25,0.00,0.00,,1
62028,TOWN OF TREMPEALEAU - TREMPEALEAU COUNTY,43.00,0.00,35.00,321.00,50.00,"1,041.00",0.00,0.00,,1
62030,TOWN OF UNITY - TREMPEALEAU COUNTY,60.34,0.00,7.84,0.00,54.10,431.51,0.00,35.00,clerk has extra hours for election.,1
62121,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,72.00,170.00,2.00,150.00,0.00,770.00,0.00,720.00,Batteries for voting machine $200.00 Maintenance contract with Command Central annual $520.00,1
62173,VILLAGE OF PIGEON FALLS - TREMPEALEAU COUNTY,260.50,0.00,22.95,0.00,0.00,603.74,0.00,0.00,,1
62181,VILLAGE OF STRUM - TREMPEALEAU COUNTY,100.00,25.00,6.00,170.00,50.00,450.00,0.00,0.00,,1
62186,VILLAGE OF TREMPEALEAU - TREMPEALEAU COUNTY,86.50,0.00,45.90,724.80,126.89,"1,832.70","3,984.00",0.00,,1
62201,CITY OF ARCADIA - TREMPEALEAU COUNTY,354.15,80.52,20.58,810.00,26.00,789.22,0.00,0.00,,1
62206,CITY OF BLAIR - TREMPEALEAU COUNTY,312.43,57.75,12.35,376.92,233.89,548.00,0.00,0.00,,1
62231,CITY OF GALESVILLE - TREMPEALEAU COUNTY,232.64,0.00,49.00,0.00,5.00,752.50,51.00,772.00,"CenturyLink: phone & internet access ($22.00); Clerk's mileage to/from County Clerk's office: drop off and pickup equipment for testing, poll results and ballots ($180.00); Clerk/staff hours for election preparation, absentee voting, election day ($570.00)",1
62241,CITY OF INDEPENDENCE - TREMPEALEAU COUNTY,65.00,40.00,35.50,200.00,0.00,348.00,150.00,0.00,,1
62265,CITY OF OSSEO - TREMPEALEAU COUNTY,382.19,439.01,189.07,72.04,32.75,726.50,582.00,175.60,Preparation for Pre-Lat Test - $48.90; Perform Pre-Lat - $61.10; Perform Public Test - $65.60,1
62291,CITY OF WHITEHALL - TREMPEALEAU COUNTY,345.00,95.00,15.00,250.00,325.00,"1,165.00",0.00,0.00,,1
63002,TOWN OF BERGEN - VERNON COUNTY,0.00,0.00,27.00,0.00,95.00,780.00,0.00,0.00,,1
63004,TOWN OF CHRISTIANA - VERNON COUNTY,15.00,0.00,3.00,0.00,0.00,835.50,0.00,0.00,,1
63006,TOWN OF CLINTON - VERNON COUNTY,32.00,0.00,2.50,50.00,50.00,733.00,0.00,66.00,mileage,1
63008,TOWN OF COON - VERNON COUNTY,7.67,0.00,8.82,133.00,882.73,0.00,0.00,0.00,,1
63010,TOWN OF FOREST - VERNON COUNTY,0.00,0.00,5.88,0.00,0.00,390.00,0.00,0.00,,1
63012,TOWN OF FRANKLIN - VERNON COUNTY,5.00,0.00,6.86,0.00,0.00,615.75,0.00,103.58,Command Central Election Supplies for machine,1
63014,TOWN OF GENOA - VERNON COUNTY,0.00,0.00,36.80,0.00,75.00,695.00,0.00,0.00,,1
63016,TOWN OF GREENWOOD - VERNON COUNTY,19.19,0.00,7.35,0.00,0.00,805.50,0.00,0.00,,1
63018,TOWN OF HAMBURG - VERNON COUNTY,10.00,0.00,9.80,400.00,20.00,384.00,40.00,0.00,,1
63020,TOWN OF HARMONY - VERNON COUNTY,0.00,0.00,5.00,0.00,200.00,600.00,100.00,0.00,,1
63022,TOWN OF HILLSBORO - VERNON COUNTY,18.00,0.00,4.00,0.00,75.00,732.50,0.00,78.00,mileage post MBOC,1
63024,TOWN OF JEFFERSON - VERNON COUNTY,150.00,30.00,10.00,640.00,0.00,"1,100.00",160.00,0.00,,1
63026,TOWN OF KICKAPOO - VERNON COUNTY,60.00,0.00,21.00,200.00,0.00,652.50,0.00,0.00,,1
63028,TOWN OF LIBERTY - VERNON COUNTY,53.13,0.00,8.64,0.00,75.00,381.60,0.00,0.00,,1
63030,TOWN OF STARK - VERNON COUNTY,55.00,0.00,0.00,0.00,31.00,450.00,0.00,0.00,,1
63032,TOWN OF STERLING - VERNON COUNTY,150.00,30.00,10.00,233.00,50.00,741.00,0.00,0.00,,1
63034,TOWN OF UNION - VERNON COUNTY,51.00,0.00,3.00,0.00,0.00,711.50,0.00,0.00,,1
63036,TOWN OF VIROQUA - VERNON COUNTY,23.00,0.00,41.85,0.00,0.00,"1,794.00",0.00,0.00,,1
