HINDI,County,Municipality,Reporting Unit,Registrants,Late Registrants,Election Day Registrants,Total Ballots,Total Voters,Paper Ballots,Optical Scan Ballots,DRE,Auto-Mark,Ballots Counted At,Total Election Inspectors,Split Shifts?,Difficulty Obtaining?,16-17,18-25,26-40,41-60,61-70,71+,Polling Place Name,Shared?,Provisional - No DL,Provisional - No POR,Counted,Rejected,Absentee Issued,Absentee In-Person,Absentee Not Returned,Absentee Undeliverable,Received By Election Day,Received By Friday,Absentee Counted,Absentee Rejected,Abssentee Late,FWAB Received,FWAB Counted,FWAB Rejected,FWAB Late,Military Issued,Military Unreturned,Military Undeliverable,Military By Election Day,Military By Friday,Military Counted,Military Rejected,Military Late,Overseas Issued,Overseas Unreturned,Overseas Undeliverable,Overseas By Election Day,Overseas By Friday,Overseas Counted,Overseas Rejected,Overseas Late
55004,RUSK COUNTY,TOWN OF BIG BEND,Ward 1-2,282,0,20,187,187,32,0,155,0,Polling Place,3,Yes,4 Somewhat easy,0,0,0,0,2,1,Big Bend Town Hall,No,0,0,0,0,17,5,2,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55006,RUSK COUNTY,TOWN OF BIG FALLS,Ward 1,93,0,0,67,67,16,0,51,0,Polling Place,4,Yes,5 Very easy,0,0,0,0,4,0,Big Falls Town Hall,No,0,0,0,0,3,0,2,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55008,RUSK COUNTY,TOWN OF CEDAR RAPIDS,Ward 1,23,0,0,21,21,11,0,10,0,Polling Place,3,No,4 Somewhat easy,0,0,0,0,3,0,Cedar Rapids Town Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55010,RUSK COUNTY,TOWN OF DEWEY,Ward 1,319,0,23,229,229,90,0,139,0,Polling Place,3,No,5 Very easy,0,0,0,1,1,1,Dewey Town Hall,Yes,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55012,RUSK COUNTY,TOWN OF FLAMBEAU,Ward 1-3,575,1,57,404,404,142,0,262,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,1,2,6,Flambeau Town Hall,No,0,0,0,0,14,6,1,0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55014,RUSK COUNTY,TOWN OF GRANT,Ward 1-5,405,0,24,271,271,138,0,133,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,1,3,0,Grant Town Hall,No,0,0,0,0,19,5,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55016,RUSK COUNTY,TOWN OF GROW,Ward 1,214,0,11,148,148,8,0,140,0,Polling Place,4,Yes,5 Very easy,0,0,0,2,1,1,Grown Town Hall,No,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
55018,RUSK COUNTY,TOWN OF HAWKINS,Ward 1,87,1,9,54,54,4,0,50,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,2,2,0,Hawkins Area Library,No,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55020,RUSK COUNTY,TOWN OF HUBBARD,Ward 1,108,0,8,69,69,1,0,68,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,1,2,0,Hubbard Town Hall,No,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55022,RUSK COUNTY,TOWN OF LAWRENCE,Ward 1-2,150,0,6,99,99,46,0,53,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,1,1,2,1,Lawrence Town Hall,No,0,0,0,0,10,6,1,0,9,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55024,RUSK COUNTY,TOWN OF MARSHALL,Ward 1-2,238,0,9,138,138,8,0,130,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,3,3,0,Sheldon Community Center,Yes,0,0,0,0,7,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55026,RUSK COUNTY,TOWN OF MURRY,Ward 1,153,0,9,94,94,63,0,72,0,Polling Place,5,No,4 Somewhat easy,0,0,0,0,0,5,Murry Town Hall,No,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55028,RUSK COUNTY,TOWN OF RICHLAND,Ward 1-2,135,0,6,85,85,9,0,76,0,Polling Place,3,No,4 Somewhat easy,0,0,0,0,1,2,Richland Town Hall,No,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55030,RUSK COUNTY,TOWN OF RUSK,Ward 1,364,0,21,236,236,16,0,220,0,Polling Place,8,Yes,5 Very easy,0,0,0,0,3,5,Rusk Town Hall,No,0,0,0,0,10,3,1,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55032,RUSK COUNTY,TOWN OF SOUTH FORK,Ward 1,74,0,4,46,46,6,0,40,0,Polling Place,3,No,5 Very easy,0,0,0,1,1,2,St. Mary's Church,No,0,0,0,0,5,4,0,0,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55034,RUSK COUNTY,TOWN OF STRICKLAND,Ward 1-2,168,0,17,117,117,11,0,106,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,1,1,1,Strickland Town Hall,No,0,0,0,0,5,3,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55036,RUSK COUNTY,TOWN OF STUBBS,Ward 1-2,392,0,11,228,228,53,0,175,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,0,5,Stubbs Town Hall,No,0,0,0,0,11,1,1,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55038,RUSK COUNTY,TOWN OF THORNAPPLE,Ward 1-5,467,0,26,311,311,109,0,202,0,Polling Place,7,Yes,4 Somewhat easy,0,0,0,1,2,4,Thornapple Town Hall,No,0,0,0,0,6,2,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55040,RUSK COUNTY,TOWN OF TRUE,Ward 1,182,0,5,113,113,17,0,96,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,1,1,4,Glen Flora Village Hall,Yes,0,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55042,RUSK COUNTY,TOWN OF WASHINGTON,Ward 1,227,0,18,166,166,6,0,160,0,Polling Place,7,Yes,4 Somewhat easy,0,0,0,0,7,0,Washington Town Hall,No,0,0,0,0,5,2,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55044,RUSK COUNTY,TOWN OF WILKINSON,Ward 1,29,0,6,18,18,0,0,18,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,3,0,0,Wilkinson Town Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55046,RUSK COUNTY,TOWN OF WILLARD,Ward 1,270,0,23,190,190,11,0,179,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,0,3,2,Willard Town Hall,No,0,0,0,0,12,1,0,0,12,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55048,RUSK COUNTY,TOWN OF WILSON,Ward 1,63,0,4,44,44,0,0,44,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,0,0,0,3,Wilson Town Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55106,RUSK COUNTY,VILLAGE OF BRUCE,Ward 1,412,1,34,247,247,105,0,142,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,0,4,1,Bruce Village Hall,No,0,0,0,0,24,11,1,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55111,RUSK COUNTY,VILLAGE OF CONRATH,Ward 1,49,0,2,36,36,11,0,25,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,5,2,0,Conrath Village Hall,No,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
55131,RUSK COUNTY,VILLAGE OF GLEN FLORA,Ward 1,47,0,2,30,30,3,0,27,0,Polling Place,3,Yes,2 Somewhat difficult,0,0,0,1,2,0,Glen Flora Village Hall,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55136,RUSK COUNTY,VILLAGE OF HAWKINS,Ward 1,168,3,10,125,125,39,0,86,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,1,0,4,Hawkins Community Center,No,0,0,0,0,4,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55141,RUSK COUNTY,VILLAGE OF INGRAM,Ward 1,54,0,1,29,29,6,0,23,0,Polling Place,3,No,2 Somewhat difficult,0,0,0,1,2,0,Ingram Village Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55181,RUSK COUNTY,VILLAGE OF SHELDON,Ward 1,111,2,6,64,64,3,0,61,0,Polling Place,6,Yes,2 Somewhat difficult,0,0,0,0,0,0,Sheldon Community Center,Yes,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55186,RUSK COUNTY,VILLAGE OF TONY,Ward 1,58,0,4,45,45,4,0,41,0,Polling Place,5,Yes,1 Very difficult,0,0,0,1,0,4,Dewey Town Hall,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55191,RUSK COUNTY,VILLAGE OF WEYERHAEUSER,Ward 1-2,101,0,14,70,70,12,0,58,0,Polling Place,4,No,3 Neither difficult nor easy,0,0,0,1,2,0,Weyerhaeuser Village Hall,No,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55246,RUSK COUNTY,CITY OF LADYSMITH,Ward 1-15,1592,10,107,1059,1059,0,954,105,0,Polling Place,10,Yes,5 Very easy,0,0,0,0,2,8,Ladysmith Fire Hall,No,0,0,0,0,128,24,10,3,115,0,115,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56002,ST. CROIX COUNTY,TOWN OF BALDWIN,Ward 1-2,588,0,23,303,303,0,303,0,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,0,5,0,Baldwin Town Hall,No,0,0,0,0,12,6,0,0,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56004,ST. CROIX COUNTY,TOWN OF CADY,Ward 1,511,2,37,322,322,0,250,0,72,Polling Place,8,Yes,4 Somewhat easy,0,2,0,4,0,2,Town Hall,No,0,0,0,0,6,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56006,ST. CROIX COUNTY,TOWN OF CYLON,Ward 1,381,0,29,233,232,0,233,0,0,Polling Place,3,No,5 Very easy,0,0,0,0,2,1,Deer Park Comm Center,Yes,0,0,0,0,7,0,0,0,7,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56008,ST. CROIX COUNTY,TOWN OF EAU GALLE,Ward 1-2,706,,,391,391,,391,0,0,Polling Place,,NULL,1 Very difficult,,,,,,,Eau Galle Town Hall,No,0,0,0,0,0,,,,5,,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56010,ST. CROIX COUNTY,TOWN OF EMERALD,Ward 1,454,0,15,227,227,0,227,0,0,Polling Place,5,Yes,2 Somewhat difficult,0,0,0,2,2,1,Emerald Town Hall,No,0,0,0,0,6,5,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56012,ST. CROIX COUNTY,TOWN OF ERIN PRAIRIE,Ward 1,410,0,22,214,214,0,214,0,0,Polling Place,6,Yes,4 Somewhat easy,0,0,0,0,5,1,Town of Erin Prairie,No,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56014,ST. CROIX COUNTY,TOWN OF FOREST,Ward 1,421,0,10,189,189,0,189,0,0,Polling Place,3,No,1 Very difficult,0,0,1,0,1,1,Forest Town Hall,No,0,0,0,0,9,5,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56016,ST. CROIX COUNTY,TOWN OF GLENWOOD,Ward 1,455,0,18,229,229,0,229,0,0,Polling Place,3,No,2 Somewhat difficult,0,0,1,0,1,1,Glenwood Town Hall,No,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56018,ST. CROIX COUNTY,TOWN OF HAMMOND,Wards 1-3,1334,4,58,576,576,0,576,0,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,1,1,1,2,Town of Hammond Town Hall,No,0,0,0,0,7,4,1,0,7,0,7,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56020,ST. CROIX COUNTY,TOWN OF HUDSON,Wards 1-14,5566,45,316,3614,3614,0,3614,0,0,Polling Place,21,Yes,2 Somewhat difficult,0,0,0,6,12,3,Hudson Town Hall,No,0,0,0,0,341,251,11,2,322,8,329,1,2,0,0,0,0,5,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56022,ST. CROIX COUNTY,TOWN OF KINNICKINNIC,Wards 1-3,1167,2,62,632,632,0,632,0,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,0,4,6,Town of Kinnickinnic,No,0,0,0,0,20,11,1,2,17,0,15,5,1,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
56024,ST. CROIX COUNTY,TOWN OF PLEASANT VALLEY,Ward 1,318,0,16,174,174,0,174,0,0,Polling Place,6,Yes,3 Neither difficult nor easy,0,0,0,2,1,3,Pleasant Valley Town Hall,No,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56026,ST. CROIX COUNTY,TOWN OF RICHMOND,Ward 1-5,1937,4,119,845,845,0,845,0,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,3,5,2,Richmond Town Hall,No,0,0,0,0,19,8,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56028,ST. CROIX COUNTY,TOWN OF RUSH RIVER,Ward 1,336,0,13,181,181,0,181,0,0,Polling Place,3,No,4 Somewhat easy,0,0,0,0,2,1,Rush River Town Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56030,ST. CROIX COUNTY,TOWN OF ST. JOSEPH,Ward 1-6,2669,46,138,1753,1753,3,1750,0,0,Polling Place,13,Yes,3 Neither difficult nor easy,0,0,1,4,5,3,Town Hall,No,0,0,0,0,113,69,4,1,107,3,106,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56032,ST. CROIX COUNTY,TOWN OF SOMERSET,Ward 1-6,2484,4,112,1302,1302,0,1302,0,0,Polling Place,13,Yes,5 Very easy,0,0,0,2,9,2,Somerset Town Hall,No,0,0,0,0,55,27,55,0,51,0,51,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56034,ST. CROIX COUNTY,TOWN OF SPRINGFIELD,Ward 1,554,0,28,281,281,0,185,96,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,1,5,1,Town of Springfield,No,0,0,0,0,6,2,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56036,ST. CROIX COUNTY,TOWN OF STANTON,Ward 1,550,0,15,266,266,0,266,0,0,Polling Place,8,Yes,4 Somewhat easy,0,0,0,2,2,4,Stanton Town Hall,No,0,0,0,0,3,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56038,ST. CROIX COUNTY,TOWN OF STAR PRAIRIE,Ward 1-6,2107,6,94,907,907,0,907,0,0,Polling Place,7,Yes,3 Neither difficult nor easy,0,0,0,0,7,0,Town of Star Prairie,No,0,0,0,0,38,24,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56040,ST. CROIX COUNTY,TOWN OF TROY,Ward 1-7,3332,16,202,2015,2015,2015,0,0,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,0,4,10,4,Town of Troy Gov't Center,No,0,0,0,0,167,124,2,0,163,2,165,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0
56042,ST. CROIX COUNTY,TOWN OF WARREN,Wards 1-3,1062,2,45,501,501,1,500,0,0,Polling Place,9,Yes,3 Neither difficult nor easy,0,0,0,5,3,1,Town of Warren Hall,No,0,1,1,0,22,13,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56106,ST. CROIX COUNTY,VILLAGE OF BALDWIN,Ward 1-6,2107,21,145,994,996,0,994,0,0,Polling Place,10,No,2 Somewhat difficult,0,0,0,1,7,2,Baldwin Muncipal Center,No,0,0,0,0,94,57,9,0,85,0,85,3,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56116,ST. CROIX COUNTY,VILLAGE OF DEER PARK,Ward 1,105,0,17,70,70,0,70,0,0,Polling Place,3,No,3 Neither difficult nor easy,0,0,1,1,0,1,Deer Park Community Cntr,Yes,0,0,0,0,3,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56136,ST. CROIX COUNTY,VILLAGE OF HAMMOND,Wards 1-4,1051,0,60,518,518,0,518,0,0,Polling Place,3,No,4 Somewhat easy,0,0,0,1,2,0,Village Hall,No,0,0,0,0,30,1,0,0,30,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56161,ST. CROIX COUNTY,VILLAGE OF NORTH HUDSON,Ward 1-6,2511,22,166,1572,1572,2,1452,118,0,Polling Place,10,Yes,2 Somewhat difficult,0,0,0,2,3,5,North Hudson Village Hall,No,0,0,0,0,161,126,0,0,159,2,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56176,ST. CROIX COUNTY,VILLAGE OF ROBERTS,Wards 1-4,938,0,43,419,419,236,183,0,0,Polling Place,7,Yes,2 Somewhat difficult,0,0,0,2,4,1,Village of Roberts,No,0,0,0,0,17,0,0,0,16,1,17,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
56181,ST. CROIX COUNTY,VILLAGE OF SOMERSET,Ward 1-4,3,10,104,567,567,0,567,0,0,Polling Place,10,Yes,3 Neither difficult nor easy,0,0,0,2,6,2,Somerset Village Hall,No,1,0,0,1,25,13,2,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56182,ST. CROIX COUNTY,VILLAGE OF STAR PRAIRIE,Ward 1,367,2,28,186,186,0,186,0,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,1,2,2,StarPrairie CommCenter,No,0,0,0,0,8,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56184,ST. CROIX COUNTY,VILLAGE OF SPRING VALLEY,Ward 3,1,2,4,6,6,0,6,0,0,Polling Place,2,Yes,2 Somewhat difficult,0,0,0,2,0,0,Village Hall,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56191,ST. CROIX COUNTY,VILLAGE OF WILSON,Ward 1,124,0,3,66,67,0,67,0,0,Polling Place,4,No,3 Neither difficult nor easy,0,0,0,2,2,0,Vill of Wilson Comm Cntr,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56192,ST. CROIX COUNTY,VILLAGE OF WOODVILLE,Ward 1-2,673,0,37,326,327,0,191,135,0,Polling Place,5,No,1 Very difficult,0,0,0,0,0,5,woodville,No,0,0,0,0,12,10,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56231,ST. CROIX COUNTY,CITY OF GLENWOOD CITY,Ward 1-2,655,4,38,344,344,0,344,0,0,Polling Place,5,Yes,3 Neither difficult nor easy,0,0,0,2,3,0,COMMUNITY CENTER,No,0,0,0,0,22,15,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 1-2,1026,13,91,529,529,0,529,0,0,Polling Place,13,Yes,2 Somewhat difficult,0,0,0,6,7,0,City Hall,Yes,0,0,0,0,76,37,7,0,72,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 3-4,1603,40,158,1045,1045,0,1045,0,0,Polling Place,13,Yes,1 Very difficult,0,0,0,6,7,0,Faith Community Church,Yes,0,0,0,0,161,105,14,0,148,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 5-6,1318,16,99,889,889,0,889,0,0,Polling Place,11,Yes,1 Very difficult,0,0,0,5,6,0,United Methodist Church,Yes,0,0,0,0,133,33,7,0,123,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 7-8,1241,16,111,714,714,0,714,0,0,Polling Place,11,Yes,1 Very difficult,0,0,0,5,6,0,United Methodist Church,Yes,0,0,0,0,83,57,4,0,74,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 9-10,1298,15,111,880,880,0,880,0,0,Polling Place,13,Yes,1 Very difficult,0,0,0,6,7,0,City Hall,Yes,0,0,0,0,68,45,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56236,ST. CROIX COUNTY,CITY OF HUDSON,Ward 11-12,1346,20,110,892,892,0,892,0,0,Polling Place,13,Yes,1 Very difficult,0,0,0,6,7,0,Faith Community Church,Yes,0,0,0,0,126,85,3,0,120,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 3-4,739,17,72,354,354,0,354,0,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,0,3,2,civic center,Yes,0,0,0,0,76,28,2,0,74,0,72,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 5-6,634,8,47,267,267,0,267,0,0,Polling Place,5,Yes,2 Somewhat difficult,0,0,0,0,3,2,civic center,Yes,0,0,0,0,37,22,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 7-8,674,2,29,322,322,0,322,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,3,2,civic center,Yes,0,0,0,0,33,20,0,0,33,0,33,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 9-10,747,3,38,354,354,0,354,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,3,2,civic center,Yes,0,0,0,0,35,13,2,1,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 1-2,674,5,62,271,271,0,271,0,0,Polling Place,5,No,2 Somewhat difficult,0,0,0,0,3,2,Civic Center,Yes,0,0,0,0,14,4,1,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56261,ST. CROIX COUNTY,CITY OF NEW RICHMOND,Wards 11-12,897,8,63,385,385,0,385,0,0,Polling Place,5,No,3 Neither difficult nor easy,0,0,0,0,3,2,civic center,Yes,0,0,0,0,41,25,5,0,36,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56276,ST. CROIX COUNTY,CITY OF RIVER FALLS,Wards 1-4,2083,23,163,1025,1026,206,554,267,0,Polling Place,18,Yes,2 Somewhat difficult,0,0,1,3,7,7,National Guard Armory,No,0,0,0,0,134,59,3,0,131,1,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57002,SAUK COUNTY,TOWN OF BARABOO,Ward 1,443,2,22,294,294,0,294,0,0,Polling Place,5,No,5 Very easy,0,0,0,0,3,2,Town of Baraboo Town Hall,No,0,0,0,0,16,15,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57002,SAUK COUNTY,TOWN OF BARABOO,Ward 2,208,0,10,145,145,0,145,0,0,Polling Place,5,No,5 Very easy,0,0,0,0,3,2,Town of Baraboo Town Hall,No,0,0,0,0,13,8,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57002,SAUK COUNTY,TOWN OF BARABOO,Ward 3,247,2,19,164,164,0,164,0,0,Polling Place,5,No,5 Very easy,0,0,0,0,3,2,Town of Baraboo Town Hall,No,0,0,0,0,9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57002,SAUK COUNTY,TOWN OF BARABOO,Ward 4,322,3,21,229,229,0,229,0,0,Polling Place,5,No,5 Very easy,0,0,0,0,3,2,Town of Baraboo Town Hall,No,0,0,0,0,22,19,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
