HINDI,Muni_County_Name,Notices,Ballots,Absentee,VotingEquipment,PollingPlace,Pollworkers,OtherLocalElectionOfficials,Miscellaneous,Notes
57034,TOWN OF SUMPTER - SAUK COUNTY,$180.00,$0.00,$35.00,$80.00,$0.00,"$1,085.00",$0.00,$0.00,
57036,TOWN OF TROY - SAUK COUNTY,$84.31,$0.00,$15.51,$0.00,$0.00,"$1,380.00",$0.00,$88.55,copies - SAMPLE stamps and pad
57038,TOWN OF WASHINGTON - SAUK COUNTY,$200.00,$0.00,$26.00,$40.00,$50.00,$700.00,$100.00,$0.00,
57040,TOWN OF WESTFIELD - SAUK COUNTY,$17.10,$0.00,$9.00,$0.00,$0.00,"$1,384.00",$0.00,$0.00,
57042,TOWN OF WINFIELD - SAUK COUNTY,$15.83,$59.70,$46.06,$5.13,$96.98,$825.25,$0.00,$0.00,
57044,TOWN OF WOODLAND - SAUK COUNTY,$8.00,$0.00,$35.25,$0.00,$0.00,$687.00,$0.00,$0.00,
57141,VILLAGE OF IRONTON - SAUK COUNTY,$12.00,$224.00,$3.00,$0.00,$0.00,$505.00,$0.00,$22.00,Lunch for poll workers
57146,VILLAGE OF LAKE DELTON - SAUK COUNTY,$336.55,$0.00,"$3,157.00",$106.78,$681.49,"$2,831.87",$0.00,$312.40,Training ($80 (8*$10 each for 1 hour) Cost 190/upkeep/232.40 Taking election info to county and prepare after election
57147,VILLAGE OF LAVALLE - SAUK COUNTY,$10.26,$0.00,$3.00,$0.00,$10.38,$677.07,$0.00,$0.00,
57148,VILLAGE OF LIME RIDGE - SAUK COUNTY,$3.00,$0.00,$0.00,$335.00,$0.00,$400.00,$0.00,$0.00,
57149,VILLAGE OF LOGANVILLE - SAUK COUNTY,$20.00,$30.00,$10.00,$0.00,$100.00,$500.00,$0.00,$0.00,
57151,VILLAGE OF MERRIMAC - SAUK COUNTY,$0.00,$32.00,$5.58,$100.00,$80.00,$300.00,$0.00,$66.00,meals for poll workers
57161,VILLAGE OF NORTH FREEDOM - SAUK COUNTY,$55.09,$194.04,$2.94,$16.50,$66.00,$689.50,$0.00,$0.00,
57171,VILLAGE OF PLAIN - SAUK COUNTY,$35.00,$0.00,$45.00,$0.00,$20.00,$980.00,$408.00,$0.00,
57172,VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY,$50.00,$86.00,$26.00,$130.00,$0.00,"$1,211.00",$0.00,$0.00,
57176,VILLAGE OF ROCK SPRINGS - SAUK COUNTY,$27.36,$0.00,$4.98,$25.00,$30.50,$480.00,$225.00,$0.00,
57181,VILLAGE OF SAUK CITY - SAUK COUNTY,$67.50,$91.83,$102.80,$27.00,$169.75,"$1,801.68",$291.75,$163.68,Mileage to Sauk County to deliver election materials the day after election ($18.68)& Bill from Sauk County for Miscellaneous (Memory Sticks & Supplies = $145.00).
57182,VILLAGE OF SPRING GREEN - SAUK COUNTY,$40.00,$0.00,$100.00,$160.00,$55.00,$956.00,"$2,195.00",$0.00,
57191,VILLAGE OF WEST BARABOO - SAUK COUNTY,$79.05,$13.20,$94.40,$111.97,$116.16,$857.00,$566.10,$0.00,
57206,CITY OF BARABOO - SAUK COUNTY,$70.99,$260.00,$595.24,$77.76,$249.12,"$8,882.25","$9,634.77",$0.00,
57276,CITY OF REEDSBURG - SAUK COUNTY,$320.99,$821.64,$222.00,$682.67,$483.35,"$4,989.98",$0.00,$0.00,
58002,TOWN OF BASS LAKE - SAWYER COUNTY,$65.00,$0.00,$40.00,$0.00,$50.00,"$1,105.00",$0.00,$150.00,Food and beverages for election workers
58004,TOWN OF COUDERAY - SAWYER COUNTY,$46.64,$153.00,$38.00,$450.00,$42.00,$980.00,$0.00,$0.00,
58006,TOWN OF DRAPER - SAWYER COUNTY,$103.68,$0.00,$10.20,$49.00,$0.00,$475.00,$0.00,$0.00,
58008,TOWN OF EDGEWATER - SAWYER COUNTY,$44.04,$42.00,$64.86,$270.00,$49.68,"$1,798.28",$0.00,$345.00,Pay County 1.00 per voter
58012,TOWN OF HUNTER - SAWYER COUNTY,$14.04,$0.00,$21.94,$29.25,$0.00,$841.00,$0.00,$10.00,POSTAGE
58014,TOWN OF LENROOT - SAWYER COUNTY,$52.00,$0.00,$50.00,"$4,340.00",$0.00,"$1,165.00",$0.00,$0.00,
58016,TOWN OF MEADOWBROOK - SAWYER COUNTY,$30.00,$0.00,$10.00,$30.00,$0.00,$620.00,$44.00,$0.00,
58018,TOWN OF METEOR - SAWYER COUNTY,$20.00,$0.00,$6.00,$12.00,$4.00,$409.00,$40.00,$0.00,0
58020,TOWN OF OJIBWA - SAWYER COUNTY,$40.00,$10.00,$15.00,$200.00,$0.00,"$1,850.00",$0.00,$0.00,
58022,TOWN OF RADISSON - SAWYER COUNTY,$39.00,$0.00,$12.69,$24.00,$0.00,$478.30,$0.00,$265.00,Training pay Sawyer County 1.00 per voter Postage
58024,TOWN OF ROUND LAKE - SAWYER COUNTY,$60.00,$0.00,$156.00,$0.00,$75.00,"$1,658.00",$0.00,$0.00,
58026,TOWN OF SAND LAKE - SAWYER COUNTY,$0.00,$0.00,$50.00,$540.00,$0.00,$700.00,$0.00,$0.00,
58028,TOWN OF SPIDER LAKE - SAWYER COUNTY,$14.00,$0.00,$63.00,$39.00,$0.00,$616.00,$0.00,$294.00,Pay Sawyer County 1.00 per voter
58030,TOWN OF WEIRGOR - SAWYER COUNTY,$108.00,$0.00,$30.80,$138.50,$0.00,$465.89,$0.00,$252.50,Postage 1.00 per voter to Sawyer County Mileage
58032,TOWN OF WINTER - SAWYER COUNTY,$49.00,$17.00,$50.00,$67.50,$73.00,"$1,064.00",$0.00,$597.00,1.00 per voter paid to county
58121,VILLAGE OF EXELAND - SAWYER COUNTY,$35.00,$0.00,$6.58,$0.00,$0.00,$761.96,$0.00,$89.00,1.00 per voter to county
58176,VILLAGE OF RADISSON - SAWYER COUNTY,$35.32,$84.00,$2.35,$270.00,$0.00,$569.75,$0.00,$0.00,
58190,VILLAGE OF WINTER - SAWYER COUNTY,$40.00,$30.00,$12.00,$100.00,$50.00,$680.00,$0.00,$0.00,
58236,CITY OF HAYWARD - SAWYER COUNTY,$50.00,$0.00,$40.00,$37.00,$50.00,"$1,209.00",$0.00,$0.00,
59002,TOWN OF ALMON - SHAWANO COUNTY,$7.23,$0.00,$3.76,$28.72,$99.50,$572.00,$0.00,$0.00,
59004,TOWN OF ANGELICA - SHAWANO COUNTY,$33.64,$0.00,$594.40,$221.47,$49.59,"$1,395.25",$403.97,$181.40,
59006,TOWN OF ANIWA - SHAWANO COUNTY,$45.49,$15.00,$10.00,$28.72,$20.00,$529.00,$0.00,$0.00,
59008,TOWN OF BARTELME - SHAWANO COUNTY,$29.67,$0.00,$12.00,$68.72,$0.00,$720.00,$160.00,$0.00,
59010,TOWN OF BELLE PLAINE - SHAWANO COUNTY,$9.36,$0.00,$45.00,$47.80,$70.00,"$1,879.00",$0.00,$0.00,
59012,TOWN OF BIRNAMWOOD - SHAWANO COUNTY,$120.64,$156.00,$30.00,$212.80,$180.00,$742.04,$0.00,$0.00,
59014,TOWN OF FAIRBANKS - SHAWANO COUNTY,$52.72,$0.00,$50.00,$298.72,$0.00,"$1,199.00",$0.00,$62.00,Registration Fees
59016,TOWN OF GERMANIA - SHAWANO COUNTY,$39.95,$0.00,$8.90,$28.72,$0.00,$532.79,$0.00,$0.00,
59018,TOWN OF GRANT - SHAWANO COUNTY,$84.72,$0.00,$132.00,$376.80,$213.00,$909.00,$0.00,$0.00,
59020,TOWN OF GREEN VALLEY - SHAWANO COUNTY,$4.72,$0.00,$28.00,$28.72,$25.00,"$1,400.00",$0.00,$0.00,
59022,TOWN OF HARTLAND - SHAWANO COUNTY,$18.04,$0.00,$28.56,$729.47,$0.00,$783.75,$0.00,$0.00,
59024,TOWN OF HERMAN - SHAWANO COUNTY,$4.67,$0.00,$11.70,$83.77,$0.00,$900.00,$0.00,$0.00,
59026,TOWN OF HUTCHINS - SHAWANO COUNTY,$4.67,$0.00,$25.00,$247.10,$20.00,$650.29,$0.00,$0.00,
59028,TOWN OF LESSOR - SHAWANO COUNTY,$17.99,$0.00,$55.00,$298.72,$50.00,$847.65,$0.00,$0.00,
59030,TOWN OF MAPLE GROVE - SHAWANO COUNTY,$17.17,$0.00,$63.00,$28.72,$75.00,$900.00,$0.00,$90.00,Meals & Milage
59032,TOWN OF MORRIS - SHAWANO COUNTY,$84.95,$20.00,$25.00,$188.72,$70.00,$590.00,$0.00,$0.00,
59034,TOWN OF NAVARINO - SHAWANO COUNTY,$4.67,$0.00,$13.00,$28.72,$60.00,$436.00,$0.00,$0.00,
59036,TOWN OF PELLA - SHAWANO COUNTY,$36.44,$0.00,$58.92,$160.72,$0.00,"$2,444.53",$0.00,$0.00,
59038,TOWN OF RED SPRINGS - SHAWANO COUNTY,$4.67,$0.00,$42.30,$47.80,$0.00,"$1,140.00",$0.00,$0.00,
59040,TOWN OF RICHMOND - SHAWANO COUNTY,$92.81,$0.00,$55.00,$122.80,$30.00,"$1,405.00",$0.00,$0.00,
59042,TOWN OF SENECA - SHAWANO COUNTY,$79.80,$0.00,$43.42,$617.80,$0.00,$991.43,$0.00,$0.00,
59044,TOWN OF WASHINGTON - SHAWANO COUNTY,$215.15,$0.00,$55.00,$33.44,$10.00,"$1,235.00",$0.00,$0.00,
59046,TOWN OF WAUKECHON - SHAWANO COUNTY,$15.90,$0.00,$43.20,$47.80,$76.75,"$1,657.50",$310.31,$85.38,Food for elections workers
59048,TOWN OF WESCOTT - SHAWANO COUNTY,$29.84,$0.00,"$1,000.00",$176.01,$80.00,"$2,114.50",$300.00,$0.00,
59050,TOWN OF WITTENBERG - SHAWANO COUNTY,$54.73,$0.00,$147.00,$310.80,$0.00,$736.00,$0.00,$0.00,
59101,VILLAGE OF ANIWA - SHAWANO COUNTY,$30.26,$0.00,$6.00,$115.72,$20.00,$640.00,$0.00,$0.00,
59106,VILLAGE OF BIRNAMWOOD - MULTIPLE COUNTIES,$49.23,$50.00,$15.00,$186.72,$15.00,$798.00,$0.00,$0.00,
59107,VILLAGE OF BONDUEL - SHAWANO COUNTY,$226.67,$0.00,$15.98,$573.41,$138.20,"$1,012.43",$0.00,$0.00,
59108,VILLAGE OF BOWLER - SHAWANO COUNTY,$24.54,$0.00,$3.76,$28.72,$0.00,$396.22,$51.00,$0.00,
59111,VILLAGE OF CECIL - SHAWANO COUNTY,$49.64,$85.90,$48.00,$14.36,$50.00,$913.54,$0.00,$0.00,
59121,VILLAGE OF ELAND - SHAWANO COUNTY,$61.56,$0.00,$4.20,$48.42,$0.00,$403.70,$0.00,$0.00,
59131,VILLAGE OF GRESHAM - SHAWANO COUNTY,$4.67,$0.00,$36.75,$33.41,$0.00,$804.25,$0.00,$0.00,
59151,VILLAGE OF MATTOON - SHAWANO COUNTY,$18.26,$0.00,$14.60,$28.72,$0.00,$487.50,$0.00,$0.00,
59186,VILLAGE OF TIGERTON - SHAWANO COUNTY,$44.72,$0.00,$19.52,$47.80,$0.00,$719.48,$292.00,$114.63,
59191,VILLAGE OF WITTENBERG - SHAWANO COUNTY,$114.73,$0.00,$12.00,$47.80,$0.00,$744.00,$0.00,$0.00,
59281,CITY OF SHAWANO - SHAWANO COUNTY,$42.05,$0.00,$233.82,$327.40,"$1,221.21","$6,137.90",$232.34,$0.00,
60002,TOWN OF GREENBUSH - SHEBOYGAN COUNTY,$37.16,$88.66,$130.00,$107.50,$100.00,$603.75,$30.00,$0.00,0
60004,TOWN OF HERMAN - SHEBOYGAN COUNTY,$51.00,$250.00,$20.00,$550.00,$100.00,"$1,000.00",$50.00,$0.00,
60006,TOWN OF HOLLAND - SHEBOYGAN COUNTY,$115.70,$142.67,$68.00,$0.00,$0.00,"$1,771.00",$316.25,$208.50,"Mileage to training - 81.00, Nov. SVRS 127.50"
60008,TOWN OF LIMA - SHEBOYGAN COUNTY,$66.00,$32.00,"$1,095.00",$9.00,$300.00,"$1,172.00",$0.00,$0.00,
60010,TOWN OF LYNDON - SHEBOYGAN COUNTY,$27.70,$31.25,$107.96,$8.50,$11.80,"$1,450.58",$0.00,$0.00,
60012,TOWN OF MITCHELL - SHEBOYGAN COUNTY,$99.26,$0.00,$150.00,$14.00,$160.00,$550.00,$0.00,$0.00,0
60014,TOWN OF MOSEL - SHEBOYGAN COUNTY,$22.50,$0.00,$50.76,$650.00,$0.00,$609.50,$0.00,$0.00,
60016,TOWN OF PLYMOUTH - SHEBOYGAN COUNTY,$37.16,$0.00,$203.94,$0.00,$27.80,"$2,215.00",$0.00,$24.72,Supplies
60018,TOWN OF RHINE - SHEBOYGAN COUNTY,$5.95,$0.00,$175.40,$0.00,$211.86,"$1,705.27",$220.00,$0.00,
60020,TOWN OF RUSSELL - SHEBOYGAN COUNTY,$25.00,$0.00,$1.36,$0.00,$90.00,$864.56,$0.00,$0.00,
60022,TOWN OF SCOTT - SHEBOYGAN COUNTY,$107.63,$56.89,$110.81,$6.99,$13.60,"$1,278.11",$0.00,$8.50,Paper Rolls
60024,TOWN OF SHEBOYGAN - SHEBOYGAN COUNTY,$250.00,$200.00,$500.00,$600.00,$958.00,"$20,200.00","$6,200.00",$0.00,
60026,TOWN OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY,$0.00,$122.97,$123.75,$118.50,$120.00,$860.00,"$2,204.00",$0.00,
60028,TOWN OF SHERMAN - SHEBOYGAN COUNTY,$6.99,$0.00,$286.96,$87.50,$11.50,"$1,059.00",$0.00,$0.00,
60030,TOWN OF WILSON - SHEBOYGAN COUNTY,$618.15,$463.00,$288.00,$36.00,$329.00,"$2,050.00","$1,246.00",$90.00,
60101,VILLAGE OF ADELL - SHEBOYGAN COUNTY,$56.43,$0.00,$31.80,$99.99,$13.30,$926.50,$352.98,$0.00,
60111,VILLAGE OF CASCADE - SHEBOYGAN COUNTY,$43.50,$0.00,$69.36,$62.49,$0.00,$808.57,$0.00,$0.00,
60112,VILLAGE OF CEDAR GROVE - SHEBOYGAN COUNTY,$171.25,$52.05,$108.55,$216.35,$26.60,"$2,468.36",$265.96,$0.00,
60121,VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY,$43.16,$0.00,$129.28,$105.13,$83.10,$652.00,$0.00,$0.00,0
60131,VILLAGE OF GLENBEULAH - SHEBOYGAN COUNTY,$58.91,$0.00,$13.88,$25.00,$0.00,$480.00,$0.00,$0.00,
60135,VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY,$5.95,$39.01,$39.16,$0.00,$113.76,"$2,106.28",$22.50,$0.00,
60141,VILLAGE OF KOHLER - SHEBOYGAN COUNTY,$100.00,$0.00,$100.00,$0.00,$0.00,"$1,100.00",$0.00,$0.00,
60165,VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY,$409.00,$30.00,$500.00,$30.00,$20.00,"$2,139.00",$0.00,$0.00,
60176,VILLAGE OF RANDOM LAKE - SHEBOYGAN COUNTY,$84.29,$0.00,$25.00,$0.00,$163.50,$903.00,$0.00,$0.00,
60191,VILLAGE OF WALDO - SHEBOYGAN COUNTY,$124.17,$0.00,$13.00,$0.00,$16.05,$504.40,$0.00,$0.00,
60271,CITY OF PLYMOUTH - SHEBOYGAN COUNTY,$294.75,$52.00,$408.00,$0.00,$726.50,"$3,153.25",$276.75,$0.00,
60281,CITY OF SHEBOYGAN - SHEBOYGAN COUNTY,$12.00,$0.00,"$3,700.00",$0.00,"$3,633.00","$21,500.00","$7,200.00","$2,000.00",ramp = $600.00 supplies = $1400.00
60282,CITY OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY,$5.00,$0.00,"$2,014.24",$0.00,$40.00,"$4,853.34",$0.00,$0.00,
61002,TOWN OF AURORA - TAYLOR COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$829.00,$0.00,$0.00,
61004,TOWN OF BROWNING - TAYLOR COUNTY,$0.00,$0.00,$18.80,"$1,750.00",$0.00,"$1,088.50",$0.00,$0.00,
61006,TOWN OF CHELSEA - TAYLOR COUNTY,$0.00,$0.00,$13.00,$0.00,$10.00,$550.00,$0.00,$0.00,
61008,TOWN OF CLEVELAND - TAYLOR COUNTY,$5.00,$0.00,$6.47,$67.00,$102.06,$674.75,$0.00,$0.00,
61010,TOWN OF DEER CREEK - TAYLOR COUNTY,$20.00,$0.00,$20.00,$0.00,$20.00,$600.00,$0.00,$0.00,
61012,TOWN OF FORD - TAYLOR COUNTY,$5.00,$0.00,$5.00,$36.00,$25.00,$448.00,$250.00,$0.00,
61014,TOWN OF GOODRICH - TAYLOR COUNTY,$0.00,$0.00,$28.60,$30.00,$0.00,$840.00,$0.00,$146.65,Training- Mileage
61016,TOWN OF GREENWOOD - TAYLOR COUNTY,$0.00,$0.00,$7.84,$0.00,$27.00,"$1,072.04",$0.00,$0.00,
61018,TOWN OF GROVER - TAYLOR COUNTY,$0.00,$0.00,$22.00,$0.00,$0.00,$750.00,$0.00,$0.00,
61020,TOWN OF HAMMEL - TAYLOR COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$580.00,$0.00,$0.00,
61022,TOWN OF HOLWAY - TAYLOR COUNTY,$0.00,$0.00,$7.00,$0.00,$0.00,$558.00,$0.00,$0.00,
61024,TOWN OF JUMP RIVER - TAYLOR COUNTY,$0.00,$0.00,$5.00,$0.00,$0.00,$400.00,$0.00,$98.00,Meals and mileage
61026,TOWN OF LITTLE BLACK - TAYLOR COUNTY,$0.00,$0.00,$10.00,$0.00,$0.00,$597.00,$0.00,$35.00,
61028,TOWN OF MAPLEHURST - TAYLOR COUNTY,$0.00,$0.00,$0.00,$10.50,$0.00,$448.58,$0.00,$4.00,Paper Roll= $4.00
61030,TOWN OF MCKINLEY - TAYLOR COUNTY,$0.00,$0.00,$10.78,$0.00,$0.00,$455.85,$0.00,$0.00,
61032,TOWN OF MEDFORD - TAYLOR COUNTY,$0.00,$0.00,$68.00,$0.00,$0.00,"$1,595.00",$58.50,$500.00,Clerk/Paperwork for Registration and Absentee Voting 
61034,TOWN OF MOLITOR - TAYLOR COUNTY,$0.00,$0.00,$14.10,$30.00,$0.00,$968.96,$211.57,$0.00,
61036,TOWN OF PERSHING - TAYLOR COUNTY,$0.00,$0.00,$0.84,$0.00,$35.00,$450.00,$0.00,$0.00,
61038,TOWN OF RIB LAKE - TAYLOR COUNTY,$0.00,$0.00,$4.00,$0.00,$0.00,$882.50,$0.00,$0.00,
61040,TOWN OF ROOSEVELT - TAYLOR COUNTY,$1.00,$0.00,$2.00,$12.40,$0.00,$550.00,$0.00,$77.72,"Postage, ink cartridges, printing current forms, and Election Day manual."
61042,TOWN OF TAFT - TAYLOR COUNTY,$29.30,$0.00,$5.70,$30.00,$0.00,$524.00,$0.00,$56.00,
61044,TOWN OF WESTBORO - TAYLOR COUNTY,$0.00,$0.00,$19.60,$0.00,$0.00,$451.55,$0.00,$43.50,Printed 1 copy of Election Day manual (183 pages @.10/sheet) and 1 copy of Election Administration manual(252 pages @ .10 sheet). Both double-sided. 
61131,VILLAGE OF GILMAN - TAYLOR COUNTY,$0.00,$0.00,$4.90,$69.46,$0.00,$780.00,$0.00,$64.52,RTAL Paper and Mileage for Voting
61146,VILLAGE OF LUBLIN - TAYLOR COUNTY,$0.00,$0.00,$1.96,$0.00,$0.00,$466.00,$0.00,$0.00,
61176,VILLAGE OF RIB LAKE - TAYLOR COUNTY,$0.00,$0.00,$4.00,$0.00,$0.00,$747.01,$0.00,$37.80,Number 8 clerk's mileage to courthouse to clear Peb's and pick-up supplies and return ballots after election. 
61181,VILLAGE OF STETSONVILLE - TAYLOR COUNTY,$3.00,$0.00,$12.00,$10.00,$0.00,$834.00,$0.00,$0.00,
61251,CITY OF MEDFORD - TAYLOR COUNTY,$380.65,$0.00,$168.00,$47.50,$850.00,"$3,338.14",$481.50,$0.00,
62002,TOWN OF ALBION - TREMPEALEAU COUNTY,$100.00,$50.00,$20.00,$200.00,$100.00,"$1,650.00",$200.00,$0.00,
62004,TOWN OF ARCADIA - TREMPEALEAU COUNTY,$27.00,$35.00,$210.00,$62.00,$225.50,"$1,644.75",$48.75,$155.00,Training for inspectors (including mileage); Label Maker Tape
62006,TOWN OF BURNSIDE - TREMPEALEAU COUNTY,$24.00,$0.00,$10.00,$270.00,$50.00,$55.00,$75.00,$0.00,
62008,TOWN OF CALEDONIA - TREMPEALEAU COUNTY,$0.00,$0.00,$0.00,$32.00,$0.00,$435.00,$64.00,$0.00,0
62010,TOWN OF CHIMNEY ROCK - TREMPEALEAU COUNTY,$5.00,$0.00,$15.00,$0.00,$0.00,$350.00,$0.00,$0.00,
62012,TOWN OF DODGE - TREMPEALEAU COUNTY,$42.00,$0.00,$9.00,$270.00,$25.00,$725.00,$0.00,$0.00,
62014,TOWN OF ETTRICK - TREMPEALEAU COUNTY,$110.00,$0.00,$16.10,$24.25,$138.00,$716.27,$0.00,$0.00,
62016,TOWN OF GALE - TREMPEALEAU COUNTY,$25.00,$0.00,$50.00,$0.00,$0.00,"$1,770.00",$0.00,$0.00,
62018,TOWN OF HALE - TREMPEALEAU COUNTY,$123.50,$0.00,$98.00,$570.00,$35.00,"$1,245.00",$0.00,$0.00,
62020,TOWN OF LINCOLN - TREMPEALEAU COUNTY,$0.00,$0.00,$29.40,$0.00,$45.00,$975.00,$0.00,$0.00,
62022,TOWN OF PIGEON - TREMPEALEAU COUNTY,$12.87,$0.00,$4.70,$279.65,$0.00,$720.50,$25.00,$0.00,
62024,TOWN OF PRESTON - TREMPEALEAU COUNTY,$50.00,$0.00,$5.12,$0.00,$0.00,$680.00,$0.00,$0.00,
62026,TOWN OF SUMNER - TREMPEALEAU COUNTY,$90.00,$0.00,$9.80,$90.00,$20.00,$600.00,$120.00,$0.00,
62028,TOWN OF TREMPEALEAU - TREMPEALEAU COUNTY,$44.95,$0.00,$84.09,$810.00,$100.40,"$1,479.71",$0.00,$0.00,
62030,TOWN OF UNITY - TREMPEALEAU COUNTY,$63.92,$0.00,$5.40,$592.00,$91.00,$519.75,$35.00,$210.00,Training 191.00 Postage 19.00
62121,VILLAGE OF ELEVA - TREMPEALEAU COUNTY,$85.00,$0.00,$50.00,$0.00,$0.00,$960.00,$0.00,$0.00,
62122,VILLAGE OF ETTRICK - TREMPEALEAU COUNTY,$26.69,$0.00,$23.46,$29.10,$10.00,$971.00,$0.00,$0.00,
62173,VILLAGE OF PIGEON FALLS - TREMPEALEAU COUNTY,$73.27,$0.00,$0.00,$270.00,$0.00,$515.12,$0.00,$80.00,Training 80.00
62181,VILLAGE OF STRUM - TREMPEALEAU COUNTY,$70.00,$0.00,$10.00,$0.00,$47.50,$660.00,$135.00,$0.00,
62186,VILLAGE OF TREMPEALEAU - TREMPEALEAU COUNTY,$69.97,$0.00,$56.90,$0.00,$10.04,$918.24,"$2,116.00",$600.12,Training of Election Inspectors prior to Election
62201,CITY OF ARCADIA - TREMPEALEAU COUNTY,$65.22,$0.00,$42.30,$0.00,$25.00,"$1,188.00",$0.00,$0.00,
62206,CITY OF BLAIR - TREMPEALEAU COUNTY,$67.83,$0.00,$11.10,$35.91,$149.22,$715.94,$0.00,$0.00,
62231,CITY OF GALESVILLE - TREMPEALEAU COUNTY,$43.00,$0.00,$15.00,$570.00,$25.00,"$1,017.00",$0.00,$801.00,"Clerk's salary (4 days total), $764.00; Phone/Internet & misc. costs, $37.00"
62241,CITY OF INDEPENDENCE - TREMPEALEAU COUNTY,$40.00,$0.00,$20.00,$180.00,$10.00,$375.00,$0.00,$0.00,
62265,CITY OF OSSEO - TREMPEALEAU COUNTY,$179.92,$0.00,$21.85,$0.00,$0.00,"$1,266.86",$0.00,$0.00,0
62291,CITY OF WHITEHALL - TREMPEALEAU COUNTY,$141.00,$0.00,$59.00,$540.00,"$1,002.00","$1,748.00",$609.00,$0.00,
63002,TOWN OF BERGEN - VERNON COUNTY,$35.00,$0.00,$18.80,$100.00,$10.00,$750.00,$0.00,$100.00,Pens markers food
63004,TOWN OF CHRISTIANA - VERNON COUNTY,$16.00,$0.00,$16.20,$0.00,$0.00,$0.00,"$1,140.00",$0.00,
63006,TOWN OF CLINTON - VERNON COUNTY,$20.00,$0.00,$12.00,$260.00,$0.00,$595.00,$0.00,$0.00,
63008,TOWN OF COON - VERNON COUNTY,$8.21,$0.00,$24.44,$53.46,$0.00,$842.60,$0.00,$0.00,
63010,TOWN OF FOREST - VERNON COUNTY,$0.00,$0.00,$2.80,$0.00,$0.00,$520.00,$0.00,$0.00,
63012,TOWN OF FRANKLIN - VERNON COUNTY,$5.00,$0.00,$6.86,$0.00,$0.00,$615.75,$0.00,$0.00,
63014,TOWN OF GENOA - VERNON COUNTY,$0.00,$35.00,$0.00,$0.00,$25.00,$930.00,$0.00,$0.00,
63016,TOWN OF GREENWOOD - VERNON COUNTY,$42.35,$0.00,$12.21,$0.00,$0.00,$873.71,$199.04,$0.00,
63018,TOWN OF HAMBURG - VERNON COUNTY,$3.00,$0.00,$49.00,$20.00,$40.00,$390.00,$0.00,$0.00,
63020,TOWN OF HARMONY - VERNON COUNTY,$5.00,$2.00,$7.00,$0.00,$200.00,$900.00,$200.00,$200.00,"Donuts, coffee, napkins cups"
63022,TOWN OF HILLSBORO - VERNON COUNTY,$20.00,$0.00,$10.00,$0.00,$75.00,$840.00,$0.00,$0.00,
63024,TOWN OF JEFFERSON - VERNON COUNTY,$80.00,$40.00,$50.00,"$1,800.00",$0.00,"$3,000.00",$0.00,$0.00,
63026,TOWN OF KICKAPOO - VERNON COUNTY,$60.00,$0.00,$39.00,$200.00,$0.00,$900.00,$0.00,$0.00,
63028,TOWN OF LIBERTY - VERNON COUNTY,$50.00,$0.00,$13.23,$0.00,$35.00,$368.88,$0.00,$0.00,
63030,TOWN OF STARK - VERNON COUNTY,$164.00,$0.00,$75.00,$0.00,$0.00,$450.00,$0.00,$0.00,
63032,TOWN OF STERLING - VERNON COUNTY,$150.00,$50.00,$20.00,$466.00,$50.00,"$1,177.50",$0.00,$0.00,
63034,TOWN OF UNION - VERNON COUNTY,$51.00,$0.00,$3.00,$0.00,$0.00,$711.50,$0.00,$0.00,
63036,TOWN OF VIROQUA - VERNON COUNTY,$23.00,$0.00,$99.90,$0.00,$0.00,"$1,732.00",$0.00,$0.00,
63038,TOWN OF WEBSTER - VERNON COUNTY,$43.00,$0.00,$10.50,$0.00,$0.00,$750.00,$0.00,$0.00,
63040,TOWN OF WHEATLAND - VERNON COUNTY,$0.00,$0.00,$6.00,$0.00,$0.00,"$1,180.00",$0.00,$0.00,
63042,TOWN OF WHITESTOWN - VERNON COUNTY,$22.00,$0.00,$1.33,$200.00,$0.00,$525.00,$0.00,$0.00,
63111,VILLAGE OF CHASEBURG - VERNON COUNTY,$0.00,$0.00,$12.00,$0.00,$0.00,$525.00,$0.00,$0.00,
63112,VILLAGE OF COON VALLEY - VERNON COUNTY,$40.60,$0.00,$33.00,$650.00,$100.00,$775.00,$0.00,$0.00,
63116,VILLAGE OF DE SOTO - MULTIPLE COUNTIES,$50.00,$0.00,$19.20,$280.00,$5.00,"$1,961.00","$1,090.00",$0.00,
63131,VILLAGE OF GENOA - VERNON COUNTY,$0.00,$0.00,$0.00,$0.00,$0.00,$394.00,$0.00,$0.00,
63146,VILLAGE OF LA FARGE - VERNON COUNTY,$154.00,$0.00,$21.00,$0.00,$50.00,$595.00,$0.00,$0.00,
63165,VILLAGE OF ONTARIO - MULTIPLE COUNTIES,$34.18,$0.00,$4.70,$0.00,$20.00,$392.91,$0.00,$0.00,
63176,VILLAGE OF READSTOWN - VERNON COUNTY,$86.00,$0.00,$0.00,$25.00,$25.00,$603.00,$0.00,$13.20,mileage
63181,VILLAGE OF STODDARD - VERNON COUNTY,$0.00,$0.00,$51.00,$200.00,$50.00,"$1,120.00",$40.00,$0.00,
