"","CNTY_NAME","full_name","MCD_FIPS","OBJECTID","GEOID","CNTY_FIPS","COUSUBFP","MCD_NAME","CTV","JVTD2","LABEL","DOA","DOR","DOT","FIPS6","FIPS5","DOAChange","DOACngDate","Shape_Leng","Shape_Area","mean_logpoppskm","GOVDEM18","GOVTOT18","PERSONS","WHITE","closed","total","mcd_name1","mcd_name2","dem_pct18","dem_pct2","non_white_pct","closed_pct","HINDI","County","total_ballots_2020","registered_voters_2020","provisional_all_2020","prov_counted_2020","prov_rejected_2020","abs_issued_2020","abs_counted_2020","abs_rejected_2020","total_ballots_2016","registered_voters_2016","provisional_all_2016","prov_counted_2016","prov_rejected_2016","abs_issued_2016","abs_counted_2016","abs_not_returned_2016","abs_late_2016","abs_rejected_2016","turnout2016","turnout2020","diff_turnout","prov_pct2016","prov_pct2020","prov_pct_diff","abs_counted2020pct","abs_counted2016pct","diff_abs_pct","area","logppsqkm","diff_turnout_pct2","no_closed","abs_lost_pct2016","abs_not_returned_2020","not_returned_diff_pct"
"1561","ST. CROIX","TOWN OF PLEASANT VALLEY","5510963425",1438,"5510963425","55109","63425","PLEASANT VALLEY","T","PLEASANT VALLEY - T","PLEASANT VALLEY - T","56024","55024","55024","109095","63425",NA,"2019/01/30",28923.857037258,46678404.1049487,2.40102485070373,100,243,515,480,0,1,"PLEASANT VALLEY","PLEASANT VALLEY",41.1522633744856,1693.50878084303,6.79611650485437,0,56024,"ST. CROIX COUNTY",150,332,0,0,0,0,0,0,174,318,0,0,0,2,1,1,1,0,54.7169811320755,45.1807228915663,-9.5362582405092,0,0,0,0,0.574712643678161,-0.574712643678161,46.6784041048279,2.4008852818155,-13.7931034482759,1,50,0,-100
"1562","ST. CROIX","TOWN OF RICHMOND","5510967650",1439,"5510967650","55109","67650","RICHMOND","T","RICHMOND - T","RICHMOND - T","56026","55026","55026","109100","67650",NA,"2019/01/30",69321.4855021878,81925091.3853015,3.63133240649288,141,412,889,870,0,1,"RICHMOND","RICHMOND",34.2233009708738,1171.23432934301,2.13723284589426,0,56026,"ST. CROIX COUNTY",696,2144,0,0,0,19,18,0,845,1937,0,0,0,19,19,0,0,0,43.6241610738255,32.4626865671642,-11.1614745066613,0,0,0,2.58620689655172,2.24852071005917,0.337686186492553,81.9250913857727,2.38429192544875,-17.6331360946746,1,0,1,Inf
"1549","ST. CROIX","CITY OF RIVER FALLS","5510968275",1440,"5510968275","55109","68275","River Falls","C","River Falls - C","River Falls - C","56276","55276","55276","109105","68275",NA,"2019/01/30",36453.2126927191,8203935.94296027,5.92839640338162,263,490,953,913,1,1,"RIVER FALLS","RIVER FALLS",53.6734693877551,2880.84131611828,4.19727177334732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.20393594274902,4.75500087152562,NA,0,NA,NA,NA
"1575","ST. CROIX","VILLAGE OF ROBERTS","5510968475",1441,"5510968475","55109","68475","Roberts","V","Roberts - V","Roberts - V","56176","55176","55176","109110","68475",NA,"2019/01/30",29498.5975982945,6623368.64225462,5.87879230670918,92,200,460,417,0,1,"ROBERTS","ROBERTS",46,2116,9.34782608695652,0,56176,"ST. CROIX COUNTY",367,961,0,0,0,44,44,0,419,938,0,0,0,17,17,0,0,0,44.6695095948827,38.1893860561915,-6.48012353869126,0,0,0,11.9891008174387,4.05727923627685,7.93182158116184,6.62336864222717,4.24062239061625,-12.4105011933174,1,0,0,NA
"1563","ST. CROIX","TOWN OF RUSH RIVER","5510970200",1442,"5510970200","55109","70200","RUSH RIVER","T","RUSH RIVER - T","RUSH RIVER - T","56028","55028","55028","109115","70200",NA,"2019/01/30",30830.4545424778,45615596.8724384,2.35986176922839,91,245,483,459,0,1,"RUSH RIVER","RUSH RIVER",37.1428571428571,1379.59183673469,4.96894409937888,0,56028,"ST. CROIX COUNTY",0,300,0,0,0,0,0,0,181,336,0,0,0,0,0,0,0,0,53.8690476190476,0,-53.8690476190476,0,NA,NA,NA,0,NA,45.6155968726501,2.35976695893252,-100,1,NA,0,NA
"1566","ST. CROIX","TOWN OF ST. JOSEPH","5510970825",1443,"5510970825","55109","70825","ST. JOSEPH","T","ST. JOSEPH - T","ST. JOSEPH - T","56030","55030","55030","109120","70825",NA,"2019/01/30",40150.3756731849,89401687.5050037,4.00959405252394,117,292,526,514,0,1,"ST. JOSEPH","ST. JOSEPH",40.0684931506849,1605.48414336649,2.28136882129278,0,56030,"ST. CROIX COUNTY",0,2737,0,0,0,73,73,0,1753,2669,0,0,0,113,106,4,1,1,65.6800299737729,0,-65.6800299737729,0,NA,NA,100,6.0467769537935,93.9532230462065,89.4016875052032,1.77216165483926,-100,1,3.53982300884956,0,-100
"1576","ST. CROIX","VILLAGE OF SOMERSET","5510974675",1444,"5510974675","55109","74675","Somerset","V","Somerset - V","Somerset - V","56181","55181","55181","109130","74675",NA,"2019/01/30",21270.1796988981,7501319.25480529,6.71325550714176,100,253,769,708,0,1,"SOMERSET","SOMERSET",39.5256916996047,1562.2803043322,7.93237971391417,0,56181,"ST. CROIX COUNTY",467,1395,0,0,0,23,23,0,567,3,1,0,1,25,23,2,0,0,100,33.4767025089606,-66.5232974910394,0.17636684303351,0,-0.17636684303351,4.92505353319058,4.05643738977072,0.868616143419855,7.50131925473022,4.63001206380138,-17.636684303351,1,8,0,-100
"1564","ST. CROIX","TOWN OF SOMERSET","5510974700",1445,"5510974700","55109","74700","SOMERSET","T","SOMERSET - T","SOMERSET - T","56032","55032","55032","109125","74700",NA,"2019/01/30",77648.291737426,126753368.002967,3.53858501067686,133,369,732,687,0,1,"SOMERSET","SOMERSET",36.0433604336043,1299.12383134671,6.14754098360656,0,56032,"ST. CROIX COUNTY",1032,2685,0,0,0,84,84,0,1302,2484,0,0,0,55,51,55,0,0,52.4154589371981,38.4357541899441,-13.9797047472539,0,0,0,8.13953488372093,3.91705069124424,4.22248419247669,126.753368003159,1.75353729982602,-20.7373271889401,1,100,0,-100
"1565","ST. CROIX","TOWN OF SPRINGFIELD","5510975950",1446,"5510975950","55109","75950","SPRINGFIELD","T","SPRINGFIELD - T","SPRINGFIELD - T","56034","55034","55034","109135","75950",NA,"2019/01/30",45890.7155511064,88846890.4860867,2.35035843992224,160,436,932,891,0,1,"SPRINGFIELD","SPRINGFIELD",36.697247706422,1346.6879892265,4.39914163090129,0,56034,"ST. CROIX COUNTY",236,548,0,0,0,5,5,0,281,554,0,0,0,6,6,0,0,0,50.7220216606498,43.0656934306569,-7.65632822999289,0,0,0,2.11864406779661,2.13523131672598,-0.016587248929369,88.846890486084,2.35041825804024,-16.0142348754448,1,0,0,NA
"1577","ST. CROIX","VILLAGE OF SPRING VALLEY","5510976300",1447,"5510976300","55109","76300","Spring Valley","V","Spring Valley - V","Spring Valley - V","56184","55184","55184","109137","76300",NA,"2019/01/30",9927.08660737111,2884972.83351653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.88497283349609,NA,NA,1,NA,NA,NA
"1567","ST. CROIX","TOWN OF STANTON","5510976675",1448,"5510976675","55109","76675","STANTON","T","STANTON - T","STANTON - T","56036","55036","55036","109140","76675",NA,"2019/01/30",53001.8114637233,85991669.9814863,2.33822277024938,157,416,891,861,0,1,"STANTON","STANTON",37.7403846153846,1424.33663091716,3.36700336700337,0,56036,"ST. CROIX COUNTY",234,552,0,0,0,4,4,0,266,550,0,0,0,3,2,0,0,1,48.3636363636364,42.3913043478261,-5.97233201581028,0,0,0,1.70940170940171,0.75187969924812,0.957522010153589,85.9916699814758,2.33809399658911,-12.0300751879699,1,0,0,NA
"1578","ST. CROIX","VILLAGE OF STAR PRAIRIE","5510976825",1449,"5510976825","55109","76825","Star Prairie","V","Star Prairie - V","Star Prairie - V","56182","55182","55182","109150","76825",NA,"2019/01/30",9853.47675539008,5543360.20736941,4.61730046301761,98,236,561,535,0,1,"STAR PRAIRIE","STAR PRAIRIE",41.5254237288136,1724.36081585751,4.63458110516934,0,56182,"ST. CROIX COUNTY",144,372,0,0,0,17,17,0,186,367,0,0,0,8,0,0,0,0,50.6811989100817,38.7096774193548,-11.9715214907269,0,0,0,11.8055555555556,0,11.8055555555556,5.54336020736694,4.61712005300609,-22.5806451612903,1,0,0,NA
"1568","ST. CROIX","TOWN OF STAR PRAIRIE","5510976850",1450,"5510976850","55109","76850","STAR PRAIRIE","T","STAR PRAIRIE - T","STAR PRAIRIE - T","56038","55038","55038","109145","76850",NA,"2019/01/30",63173.0980724131,79019660.3297688,3.29109470718888,86,239,551,533,0,1,"STAR PRAIRIE","STAR PRAIRIE",35.9832635983264,1294.79525918664,3.26678765880218,0,56038,"ST. CROIX COUNTY",777,2090,0,0,0,46,46,0,907,2107,0,0,0,38,38,0,0,0,43.046986236355,37.177033492823,-5.86995274353204,0,0,0,5.92020592020592,4.1896361631753,1.73056975703062,79.0196603301086,1.94203812270955,-14.3329658213892,1,0,0,NA
"1569","ST. CROIX","TOWN OF TROY","5510980800",1451,"5510980800","55109","80800","TROY","T","TROY - T","TROY - T","56040","55040","55040","109155","80800",NA,"2019/01/30",66746.2142170252,99652118.3177949,4.68627140768142,198,494,789,757,0,1,"TROY","TROY",40.080971659919,1606.48428920323,4.05576679340938,0,56040,"ST. CROIX COUNTY",1399,3662,0,0,0,276,272,0,2015,3332,0,0,0,167,165,2,0,0,60.4741896758703,38.203167667941,-22.2710220079293,0,0,0,19.4424588992137,8.18858560794045,11.2538732912733,99.6521183179474,2.069081016832,-30.5707196029777,1,1.19760479041916,4,100
"1570","ST. CROIX","TOWN OF WARREN","5510983400",1452,"5510983400","55109","83400","WARREN","T","WARREN - T","WARREN - T","56042","55042","55042","109160","83400",NA,"2019/01/30",66430.2326069404,86099561.6631527,3.44164661845592,72,220,425,395,0,1,"WARREN","WARREN",32.7272727272727,1071.07438016529,7.05882352941176,0,56042,"ST. CROIX COUNTY",393,1071,0,0,0,0,0,0,501,1062,1,1,0,22,22,0,0,0,47.1751412429379,36.6946778711485,-10.4804633717894,0.199600798403194,0,-0.199600798403194,0,4.39121756487026,-4.39121756487026,86.0995616631317,1.59658484852423,-21.5568862275449,1,0,0,NA
"1579","ST. CROIX","VILLAGE OF WILSON","5510987475",1453,"5510987475","55109","87475","Wilson","V","Wilson - V","Wilson - V","56191","55191","55191","109165","87475",NA,"2019/01/30",9666.05721317712,4419990.06754928,3.72872393754453,34,87,184,179,0,1,"WILSON","WILSON",39.0804597701149,1527.28233584357,2.71739130434783,0,56191,"ST. CROIX COUNTY",61,108,0,0,0,1,0,0,66,124,0,0,0,0,0,0,0,0,53.2258064516129,56.4814814814815,3.25567502986858,0,0,0,0,0,0,4.41999006750488,3.72879830869274,-7.57575757575758,1,NA,1,Inf
"1580","ST. CROIX","VILLAGE OF WOODVILLE","5510989025",1454,"5510989025","55109","89025","Woodville","V","Woodville - V","Woodville - V","56192","55192","55192","109170","89025",NA,"2019/01/30",17076.0231322218,4647800.48843598,6.62057711774809,70,182,559,529,0,1,"WOODVILLE","WOODVILLE",38.4615384615385,1479.2899408284,5.36672629695885,0,56192,"ST. CROIX COUNTY",0,599,0,0,0,25,25,0,326,673,0,0,0,12,12,0,0,0,48.4398216939079,0,-48.4398216939079,0,NA,NA,100,3.68098159509202,96.319018404908,4.64780048861694,4.78975537866253,-100,1,0,0,NA
"1420","SAUK","CITY OF BARABOO","5511104625",1455,"5511104625","55111","04625","Baraboo","C","Baraboo - C","Baraboo - C","57206","56206","56206","111005","04625",NA,"2019/01/30",44294.6197107868,19228100.2167615,7.74434878728528,169,277,662,603,0,1,"BARABOO","BARABOO",61.0108303249097,3722.32141693493,8.91238670694864,0,57206,"SAUK COUNTY",3458,6373,0,0,0,404,401,1,4369,6066,6,3,3,778,723,44,0,2,72.0243982855259,54.2601600502118,-17.764238235314,0.137331197070268,0,-0.137331197070268,11.5962984384037,16.5484092469673,-4.95211080856357,19.2281002169952,3.53889279388459,-20.8514534218357,1,5.65552699228792,3,-93.1818181818182
"1423","SAUK","TOWN OF BARABOO","5511104650",1456,"5511104650","55111","04650","BARABOO","T","BARABOO - T","BARABOO - T","57002","56002","56002","111010","04650",NA,"2019/01/30",87578.3956254196,82058017.2178241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57002,"SAUK COUNTY",680,1194,0,0,0,87,87,0,832,1220,0,0,0,60,51,1,0,0,68.1967213114754,56.9514237855946,-11.2452975258808,0,0,0,12.7941176470588,6.12980769230769,6.66430995475113,82.0580172177582,NA,-18.2692307692308,1,1.66666666666667,0,-100
"1424","SAUK","TOWN OF BEAR CREEK","5511105600",1457,"5511105600","55111","05600","BEAR CREEK","T","BEAR CREEK - T","BEAR CREEK - T","57004","56004","56004","111015","05600",NA,"2019/01/30",48260.5300783066,128838303.198847,1.52920688857534,166,309,595,580,0,1,"BEAR CREEK","BEAR CREEK",53.7216828478964,2886.01920800997,2.52100840336134,0,57004,"SAUK COUNTY",206,371,0,0,0,5,5,0,266,385,0,0,0,13,13,0,0,0,69.0909090909091,55.5256064690027,-13.5653026219064,0,0,0,2.42718446601942,4.88721804511278,-2.46003357909336,128.838303198853,1.5300032510013,-22.5563909774436,1,0,0,NA
"1445","SAUK","VILLAGE OF CAZENOVIA","5511113300",1458,"5511113300","55111","13300","Cazenovia","V","Cazenovia - V","Cazenovia - V","57111","56111","56111","111018","13300",NA,"2019/01/30",929.177392996038,26694.5342865603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0266945343322754,NA,NA,1,NA,NA,NA
"1425","SAUK","TOWN OF DELLONA","5511119550",1459,"5511119550","55111","19550","DELLONA","T","DELLONA - T","DELLONA - T","57006","56006","56006","111020","19550",NA,"2019/01/30",38141.9634845562,91037954.909631,2.49878200916818,199,431,773,605,0,1,"DELLONA","DELLONA",46.1716937354988,2131.8253024047,21.7335058214748,0,57006,"SAUK COUNTY",446,1046,0,0,0,4,4,0,619,978,0,0,0,24,23,1,0,0,63.2924335378323,42.6386233269598,-20.6538102108725,0,0,0,0.896860986547085,3.7156704361874,-2.81880944964031,91.0379549095764,2.13900254210872,-27.9483037156704,1,4.16666666666667,0,-100
"1426","SAUK","TOWN OF DELTON","5511119675",1460,"5511119675","55111","19675","DELTON","T","DELTON - T","DELTON - T","57008","56008","56008","111025","19675",NA,"2019/01/30",94226.035510851,73729876.8715698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57008,"SAUK COUNTY",704,1332,0,0,0,62,62,0,885,1312,0,0,0,60,51,1,0,0,67.4542682926829,52.8528528528528,-14.6014154398301,0,0,0,8.80681818181818,5.76271186440678,3.0441063174114,73.7298768712616,NA,-20.4519774011299,1,1.66666666666667,0,-100
"1427","SAUK","TOWN OF EXCELSIOR","5511124675",1461,"5511124675","55111","24675","EXCELSIOR","T","EXCELSIOR - T","EXCELSIOR - T","57010","56010","56010","111030","24675",NA,"2019/01/30",48548.8565755213,88096435.6394577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57010,"SAUK COUNTY",609,1044,0,0,0,38,38,0,475,676,0,0,0,32,32,0,0,0,70.2662721893491,58.3333333333333,-11.9329388560158,0,0,0,6.23973727422003,6.73684210526316,-0.497104831043124,88.0964356394348,NA,28.2105263157895,1,0,0,NA
"1428","SAUK","TOWN OF FAIRFIELD","5511124900",1462,"5511124900","55111","24900","FAIRFIELD","T","FAIRFIELD - T","FAIRFIELD - T","57012","56012","56012","111035","24900",NA,"2019/01/30",41205.5007588525,92191425.1329403,2.11764842244662,210,391,671,663,0,1,"FAIRFIELD","FAIRFIELD",53.7084398976982,2884.59651624466,1.19225037257824,0,57012,"SAUK COUNTY",419,756,0,0,0,63,63,0,321,449,0,0,0,21,21,0,0,0,71.4922048997773,55.4232804232804,-16.0689244764969,0,0,0,15.035799522673,6.54205607476635,8.49374344790668,92.1914251329498,1.98490201363059,30.5295950155763,1,0,0,NA
"1429","SAUK","TOWN OF FRANKLIN","5511127350",1463,"5511127350","55111","27350","FRANKLIN","T","FRANKLIN - T","FRANKLIN - T","57014","56014","56014","111040","27350",NA,"2019/01/30",57696.5697781446,127133485.977675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57014,"SAUK COUNTY",245,426,0,0,0,0,0,0,352,484,0,0,0,15,12,1,0,1,72.7272727272727,57.5117370892019,-15.2155356380709,0,0,0,0,3.40909090909091,-3.40909090909091,127.133485977783,NA,-30.3977272727273,1,6.66666666666667,0,-100
"1430","SAUK","TOWN OF FREEDOM","5511127675",1464,"5511127675","55111","27675","FREEDOM","T","FREEDOM - T","FREEDOM - T","57016","56016","56016","111045","27675",NA,"2019/01/30",44409.7730275432,89782449.4478176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57016,"SAUK COUNTY",182,292,0,0,0,0,0,0,213,304,0,0,0,2,2,0,0,0,70.0657894736842,62.3287671232877,-7.73702235039654,0,0,0,0,0.938967136150235,-0.938967136150235,89.7824494477997,NA,-14.5539906103286,1,0,0,NA
"1431","SAUK","TOWN OF GREENFIELD","5511131250",1465,"5511131250","55111","31250","GREENFIELD","T","GREENFIELD - T","GREENFIELD - T","57018","56018","56018","111050","31250",NA,"2019/01/30",35116.470827551,72210777.8968052,2.55696223458389,296,569,932,885,0,1,"GREENFIELD","GREENFIELD",52.0210896309315,2706.19376638941,5.04291845493562,0,57018,"SAUK COUNTY",443,656,0,0,0,6,6,0,445,621,0,0,0,8,8,0,0,0,71.658615136876,67.530487804878,-4.12812733199796,0,0,0,1.35440180586907,1.79775280898876,-0.44335100311969,72.2107778967133,2.55774350157989,-0.449438202247191,1,0,0,NA
"1432","SAUK","TOWN OF HONEY CREEK","5511135625",1466,"5511135625","55111","35625","HONEY CREEK","T","HONEY CREEK - T","HONEY CREEK - T","57020","56020","56020","111055","35625",NA,"2019/01/30",44778.7991018704,123290284.342238,1.78180565364742,202,388,733,695,0,1,"HONEY CREEK","HONEY CREEK",52.0618556701031,2710.43681581465,5.18417462482947,0,57020,"SAUK COUNTY",277,452,0,0,0,20,20,0,323,476,0,0,0,10,10,0,0,0,67.8571428571429,61.283185840708,-6.5739570164349,0,0,0,7.22021660649819,3.09597523219814,4.12424137430005,123.290284342239,1.78260409172092,-14.2414860681115,1,0,0,NA
"1446","SAUK","VILLAGE OF IRONTON","5511137225",1467,"5511137225","55111","37225","Ironton","V","Ironton - V","Ironton - V","57141","56141","56141","111065","37225",NA,"2019/01/30",4109.49927579444,859400.129527328,5.68411384612495,23,82,253,242,0,1,"IRONTON","IRONTON",28.0487804878049,786.734086853064,4.34782608695652,0,57141,"SAUK COUNTY",61,113,0,0,0,0,0,0,66,127,0,0,0,0,0,0,0,0,51.9685039370079,53.9823008849557,2.01379694794788,0,0,0,0,0,0,0.859400129440308,5.68491014575171,-7.57575757575758,1,NA,0,NA
"1433","SAUK","TOWN OF IRONTON","5511137250",1468,"5511137250","55111","37250","IRONTON","T","IRONTON - T","IRONTON - T","57022","56022","56022","111060","37250",NA,"2019/01/30",44641.2951636203,91015454.8367896,1.98041373360208,107,255,660,652,0,1,"IRONTON","IRONTON",41.9607843137255,1760.70742022299,1.21212121212121,0,57022,"SAUK COUNTY",149,300,0,0,0,32,32,0,214,314,0,0,0,3,3,0,0,0,68.1528662420382,49.6666666666667,-18.4861995753716,0,0,0,21.4765100671141,1.4018691588785,20.0746409082356,91.0154548368225,1.981210509552,-30.3738317757009,1,0,0,NA
"1448","SAUK","VILLAGE OF LAKE DELTON","5511141300",1469,"5511141300","55111","41300","Lake Delton","V","Lake Delton - V","Lake Delton - V","57146","56146","56146","111070","41300",NA,"2019/01/30",42212.6046548832,20950740.4557343,5.03390767407396,368,710,2000,1522,0,2,"LAKE DELTON","LAKE DELTON",51.830985915493,2686.45110097203,23.9,0,57146,"SAUK COUNTY",581,1375,0,0,0,145,145,0,802,1374,0,0,0,51,50,0,0,1,58.3697234352256,42.2545454545455,-16.1151779806802,0,0,0,24.9569707401033,6.23441396508728,18.722556775016,20.9507404562378,4.55872846982535,-27.5561097256858,1,0,0,NA
"1447","SAUK","VILLAGE OF LA VALLE","5511142825",1470,"5511142825","55111","42825","La Valle","V","La Valle - V","La Valle - V","57147","56147","56147","111080","42825",NA,"2019/01/30",6012.72275201076,1053595.5130194,5.83863863457273,126,314,724,694,0,2,"LA VALLE","LA VALLE",40.1273885350318,1610.20731064141,4.14364640883978,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05359551298523,6.53258277969384,NA,1,NA,NA,NA
"1434","SAUK","TOWN OF LA VALLE","5511142850",1471,"5511142850","55111","42850","LA VALLE","T","LA VALLE - T","LA VALLE - T","57024","56024","56024","111075","42850",NA,"2019/01/30",44957.2244421031,91444613.5860971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57024,"SAUK COUNTY",468,902,0,0,0,42,42,0,563,836,0,0,0,49,45,2,0,2,67.3444976076555,51.8847006651885,-15.459796942467,0,0,0,8.97435897435897,7.99289520426288,0.981463770096097,91.4446135861359,NA,-16.8738898756661,1,4.08163265306122,0,-100
"1449","SAUK","VILLAGE OF LIME RIDGE","5511144225",1472,"5511144225","55111","44225","Lime Ridge","V","Lime Ridge - V","Lime Ridge - V","57148","56148","56148","111085","44225",NA,"2019/01/30",6485.66915863284,2590979.6970769,4.13476453036465,46,81,162,161,0,1,"LIME RIDGE","LIME RIDGE",56.7901234567901,3225.11812223746,0.617283950617284,0,57148,"SAUK COUNTY",48,109,0,0,0,0,0,0,74,97,0,0,0,0,0,0,0,0,76.2886597938144,44.0366972477064,-32.251962546108,0,0,0,0,0,0,2.59097969708252,4.13556026962193,-35.1351351351351,1,NA,0,NA
"1450","SAUK","VILLAGE OF LOGANVILLE","5511145400",1473,"5511145400","55111","45400","Loganville","V","Loganville - V","Loganville - V","57149","56149","56149","111090","45400",NA,"2019/01/30",5372.59024885979,695756.378132195,6.0657386335296,124,250,600,586,0,2,"LOGANVILLE","LOGANVILLE",49.6,2460.16,2.33333333333333,0,57149,"SAUK COUNTY",80,158,0,0,0,4,4,0,106,48,0,0,0,2,2,0,0,0,100,50.6329113924051,-49.3670886075949,0,0,0,5,1.88679245283019,3.11320754716981,0.695756378097534,6.75968536660824,-24.5283018867925,1,0,0,NA
"1451","SAUK","VILLAGE OF MERRIMAC","5511151325",1474,"5511151325","55111","51325","Merrimac","V","Merrimac - V","Merrimac - V","57151","56151","56151","111100","51325",NA,"2019/01/30",13056.388011219,3842368.50038329,4.69338813869015,132,254,420,400,0,1,"MERRIMAC","MERRIMAC",51.9685039370079,2700.7254014508,4.76190476190476,0,57151,"SAUK COUNTY",209,307,0,0,0,26,26,0,191,284,0,0,0,9,9,0,0,0,67.2535211267606,68.0781758957655,0.824654769004908,0,0,0,12.4401913875598,4.71204188481675,7.72814950274305,3.8423685004425,4.69416573782862,9.42408376963351,1,0,0,NA
"1435","SAUK","TOWN OF MERRIMAC","5511151350",1475,"5511151350","55111","51350","MERRIMAC","T","MERRIMAC - T","MERRIMAC - T","57026","56026","56026","111095","51350",NA,"2019/01/30",44420.6778997619,67735655.1542669,2.63161015803703,336,665,942,911,0,1,"MERRIMAC","MERRIMAC",50.5263157894737,2552.90858725762,3.29087048832272,0,57026,"SAUK COUNTY",480,778,0,0,0,21,21,0,484,699,0,0,0,43,42,1,0,0,69.241773962804,61.6966580976864,-7.54511586511763,0,0,0,4.375,8.67768595041322,-4.30268595041322,67.7356551540527,2.63239256927845,-0.826446280991736,1,2.32558139534884,0,-100
"1452","SAUK","VILLAGE OF NORTH FREEDOM","5511158025",1476,"5511158025","55111","58025","North Freedom","V","North Freedom - V","North Freedom - V","57161","56161","56161","111105","58025",NA,"2019/01/30",7929.53667485683,2311990.81412716,5.71360208100657,113,227,701,673,0,1,"NORTH FREEDOM","NORTH FREEDOM",49.7797356828194,2478.02208465136,3.99429386590585,0,57161,"SAUK COUNTY",0,291,0,0,0,0,0,0,215,333,0,0,0,2,2,0,0,0,64.5645645645646,0,-64.5645645645646,0,NA,NA,NA,0.930232558139535,NA,2.31199081419373,5.71439890933195,-100,1,0,0,NA
"1453","SAUK","VILLAGE OF PLAIN","5511163125",1477,"5511163125","55111","63125","Plain","V","Plain - V","Plain - V","57171","56171","56171","111110","63125",NA,"2019/01/30",9337.42944673396,2151549.20358639,5.88329137293773,390,784,1546,1482,0,2,"PLAIN","PLAIN",49.7448979591837,2474.5548729696,4.13971539456662,0,57171,"SAUK COUNTY",262,448,0,0,0,15,15,0,301,447,0,0,0,21,21,0,0,0,67.337807606264,58.4821428571429,-8.85566474912112,0,0,0,5.72519083969466,6.97674418604651,-1.25155334635186,2.15154920355225,6.57723808669462,-12.9568106312292,1,0,0,NA
"1454","SAUK","VILLAGE OF PRAIRIE DU SAC","5511165100",1478,"5511165100","55111","65100","Prairie Du Sac","V","Prairie Du Sac - V","Prairie Du Sac - V","57172","56172","56172","111120","65100",NA,"2019/01/30",18821.745676788,5003728.43799687,6.86424122656749,368,563,1000,926,0,1,"PRAIRIE DU SAC","PRAIRIE DU SAC",65.3641207815275,4272.46828554212,7.4,0,57172,"SAUK COUNTY",1791,2634,0,0,0,334,334,0,1732,2433,0,0,0,255,118,8,0,1,71.1878339498562,67.995444191344,-3.19238975851219,0,0,0,18.6487995533222,6.81293302540416,11.835866527918,5.00372843807983,5.29757195681894,3.40646651270208,1,3.13725490196078,0,-100
"1436","SAUK","TOWN OF PRAIRIE DU SAC","5511165125",1479,"5511165125","55111","65125","PRAIRIE DU SAC","T","PRAIRIE DU SAC - T","PRAIRIE DU SAC - T","57028","56028","56028","111115","65125",NA,"2019/01/30",61224.9961850922,77008908.2585297,2.88862455580164,142,293,579,547,0,1,"PRAIRIE DU SAC","PRAIRIE DU SAC",48.4641638225256,2348.7751750166,5.52677029360967,0,57028,"SAUK COUNTY",396,725,0,0,0,34,34,0,468,693,0,0,0,5,2,1,0,0,67.5324675324675,54.6206896551724,-12.9117778772951,0,0,0,8.58585858585858,0.427350427350427,8.15850815850816,77.0089082585297,2.01738137074186,-15.3846153846154,1,20,0,-100
"1421","SAUK","CITY OF REEDSBURG","5511166800",1480,"5511166800","55111","66800","Reedsburg","C","Reedsburg - C","Reedsburg - C","57276","56276","56276","111125","66800",NA,"2019/01/30",45757.5824620909,15474299.2575731,6.83468890943792,226,417,1294,1208,0,2,"REEDSBURG","REEDSBURG",54.1966426858513,2937.27607841784,6.64605873261206,0,57276,"SAUK COUNTY",2139,4559,0,0,0,496,496,0,2455,4028,0,0,0,463,414,49,0,0,60.948361469712,46.9181838122395,-14.0301776574725,0,0,0,23.1884057971014,16.8635437881874,6.32486200891407,15.4742992575531,4.42631293974143,-12.8716904276986,1,10.5831533477322,0,-100
